name,category,neighborhood,full_address,rating,review_count,phone,website,links_on_site,google_maps_url,scraped_at
Kirkos Bar& Restaurant,Restaurant,Addis Ababa,"XMJX+2VQ, Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:09:37.563269+00:00
Roots Cafe & Restaurant PLC,"Restaurant, Cafe, Coffee roastery, Pastry shop, Coffee shop",Addis Ababa 8103,"XQV8+3FM, Gabon St, Addis Ababa 8103, Ethiopia",4.4,9.0,+251 91 123 1887,,,,2026-05-10T06:09:37.563269+00:00
Guaro Grill,Grill,Addis Ababa,"XQVF+7WG, Airport Road, Addis Ababa, Ethiopia",5.0,1.0,,,,,2026-05-10T06:09:37.563269+00:00
Tela Bet | Bulgaria | ጠላ ቤት | ቡልጋሪያ,Restaurant,Addis Ababa,"Unnamed Road, Addis Ababa, Ethiopia",4.4,10.0,+251 91 236 0643,,,,2026-05-10T06:09:37.563269+00:00
Black Street Bar And Restaurant,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 97 037 9768,,,,2026-05-10T06:09:37.563269+00:00
Bama Restaurant,Restaurant,Addis Ababa 1000,"Friendship park, Addis Ababa 1000, Ethiopia",2.7,7.0,+251 97 349 5055,,,,2026-05-10T06:09:37.563269+00:00
Maleda Servis P/L/C,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",5.0,1.0,+251 91 121 1904,,,,2026-05-10T06:09:37.563269+00:00
Chemin De Fer Pastry And Restaurant,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 124 3257,,,,2026-05-10T06:09:37.563269+00:00
Te And His Familys,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 168 0813,,,,2026-05-10T06:09:37.563269+00:00
Hilton Addis Ababa,"Hotel, Business center, Event venue, Meeting planning service",Addis Ababa 1164,"Menelik II Ave, Addis Ababa 1164, Ethiopia",4.3,2614.0,+251 11 517 0000,https://www.hilton.com/en/hotels/addhitw-hilton-addis-ababa/?SEO_id=GMB-EMEA-TW-ADDHITW,,,2026-05-10T06:09:37.563269+00:00
Addis Ababa Setoche Resturant S/C,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",3.0,2.0,+251 11 551 5013,,,,2026-05-10T06:09:37.563269+00:00
BURGERIZZA|olompia|በርገሪዛ|,Hamburger restaurant,Addis Ababa,"2Q39+2JR, Airport Rd, Addis Ababa, Ethiopia",3.7,13.0,,,,,2026-05-10T06:09:37.563269+00:00
V Lounge Addis | wollo sefer | ቪ ላዉንጅ አዲስ | ወሎ ሰፈር,"Restaurant, Live music venue, Night club",Addis Ababa,"Ethio China St, Addis Ababa, Ethiopia",3.9,191.0,+251 91 176 2063,,,,2026-05-10T06:09:41.271328+00:00
Mellow Bar And Restaurant,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 123 5961,,,,2026-05-10T06:09:41.272017+00:00
Deg Resturant And Bar,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:09:41.272017+00:00
Ze Lounge,Ethiopian restaurant,Addis Ababa,"XQRC+4W3, Ethio China St, Addis Ababa, Ethiopia",3.8,9.0,,,,,2026-05-10T06:09:41.272017+00:00
Havana Club | Meskel Flower | ሃቫና ምሽት ቤት | መስቀል ፍላወር |,Bar,Chirkos 02/03,"Chirkos 02/03, Ethiopia",4.2,30.0,,,,,2026-05-10T06:09:41.272017+00:00
Zeyde And His Family General Trading,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 431 6537,,,,2026-05-10T06:09:41.272017+00:00
Chicken Garden City Cafe,Fast food restaurant,Addis Ababa,"XQXC+V49, Airport Road, Addis Ababa, Ethiopia",3.5,11.0,+251 91 125 2426,,,,2026-05-10T06:09:41.272017+00:00
The Corporate Cocktail Bar & Food Court,Restaurant,Addis Ababa,"House No 501/004, Kirkos Sub-City, Woreda 9, 498, Addis Ababa, Ethiopia",,,+251 91 103 3581,,,,2026-05-10T06:09:41.272017+00:00
Ethiopia Mehden Derejite,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 11 551 1421,,,,2026-05-10T06:09:41.272017+00:00
TG Club and Restaurant,Night club,Addis Ababa,"XQRF+H74, beside INSA headquarters, Ethio China St, Addis Ababa, Ethiopia",5.0,2.0,+251 92 931 6102,,,,2026-05-10T06:09:41.272017+00:00
Sileshi Hiwot And Freinds Cafee And Resturants Par,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 92 010 4038,,,,2026-05-10T06:09:41.272017+00:00
Family Rose Trading,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 175 4377,,,,2026-05-10T06:09:41.272017+00:00
Meseret Berhane And Frinds Caffee And Resturant P,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",2.0,1.0,+251 94 815 9638,,,,2026-05-10T06:09:41.272017+00:00
Lomlis General Trading,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 149 1740,,,,2026-05-10T06:09:41.272017+00:00
Trad Trading,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:09:41.272017+00:00
Ateme,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 11 515 6328,,,,2026-05-10T06:09:41.272017+00:00
Meda Bar And Grill,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:09:41.272017+00:00
The Big Apple International,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:09:41.272017+00:00
Chanoly Noodles (Catering Service only),Chinese noodle restaurant,Addis Ababa,"XQR6+5VF, Unnamed Road, Addis Ababa, Ethiopia",3.6,9.0,,,,,2026-05-10T06:09:41.272017+00:00
T E I S U Trading,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 94 388 6745,,,,2026-05-10T06:09:44.982886+00:00
Flame bar and restaurant,Restaurant,Addis Ababa,"XQV5+CM4, Debrezeit Road, Addis Ababa, Ethiopia",1.3,4.0,,,,,2026-05-10T06:09:44.983501+00:00
Tigist Mahder And Friends Cafeteria Abd Restaurant,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 377 9431,,,,2026-05-10T06:09:44.983501+00:00
Atsede Adanech And Friends Breakfast Food And Coff,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 95 391 5624,,,,2026-05-10T06:09:44.983501+00:00
Alema Farms Kazanchis Branch,Fast food restaurant,Addis Ababa,"Johhy, Guinea Conakry St, Addis Ababa, Ethiopia",3.4,17.0,,,,,2026-05-10T06:09:44.983501+00:00
Danel And Debo Cultural Dirinking Work Partnerships,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 291 9146,,,,2026-05-10T06:09:44.983501+00:00
Enemare Derejet And Friends Caffe And Resturant,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 103 0055,,,,2026-05-10T06:09:44.983501+00:00
Tsehay Dereje Azeb And Friends Food Preparation P/Ship,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 360 6552,,,,2026-05-10T06:09:44.983501+00:00
Blue Corner Business P L C,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 130 4383,,,,2026-05-10T06:09:44.983501+00:00
China Bar And Restaurant,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:09:44.983501+00:00
Sete And Tsegaye Cafe And Resturant Partnership,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 141 3948,,,,2026-05-10T06:09:44.983501+00:00
Habesha Sport Betting P L C,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",4.1,8.0,+251 91 137 4347,,,,2026-05-10T06:09:44.983501+00:00
Rozeta Cafe & Restaurant | Welosefer,Restaurant,Addis Ababa 1000,"1 Airport Rd, Addis Ababa 1000, Ethiopia",,,,,,,2026-05-10T06:09:44.983501+00:00
Getahun Tesfaye And His Family,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 11 553 2002,,,,2026-05-10T06:09:44.983501+00:00
Endryas Samual And Friends Food And Drinking Preparat,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 198 2183,,,,2026-05-10T06:09:44.983501+00:00
Zen Apartments | Olompiya | ዜን አፓርትመንትስ | ኦሎምፒያ,"Furnished apartment building, Art gallery, Restaurant, Serviced apartment",Addis Ababa,"House 220, Kirkos Subcity, Woreda 01, Addis Ababa, Ethiopia",4.6,16.0,+251 98 019 3313,https://www.zenapartmentsaddis.com/,https://twitter.com/zenaparts | https://www.facebook.com/zenaparts/ | https://www.instagram.com/p/CFv0GFkJ5-f/?utm_source=ig_web_copy_link | https://www.instagram.com/zen_addis | https://www.linkedin.com/company/zen-apartments-addis | https://www.tripadvisor.com/Hotel_Review-g293791-d23158050-Reviews-Zen_Apartments_Addis-Addis_Ababa.html | https://www.zenapartmentsaddis.com | https://www.zenapartmentsaddis.com/blog | https://www.zenapartmentsaddis.com/contact | https://www.zenapartmentsaddis.com/copy-of-events-space | https://www.zenapartmentsaddis.com/copy-of-explore | https://www.zenapartmentsaddis.com/copy-of-explore-1 | https://www.zenapartmentsaddis.com/copy-of-home | https://www.zenapartmentsaddis.com/copy-of-neighbourhood | https://www.zenapartmentsaddis.com/gallary | https://www.zenapartmentsaddis.com/resturants | https://www.zenapartmentsaddis.com/rooms,,2026-05-10T06:09:44.983501+00:00
Euphrates Trading P L C,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 160 6020,,,,2026-05-10T06:09:44.983501+00:00
Mesrt And Wolda Manufacturing Partnership,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 165 5905,,,,2026-05-10T06:09:44.983501+00:00
Ansari Hospitality,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 261 2400,,,,2026-05-10T06:09:48.683093+00:00
Shemuma General Trade,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 11 552 1575,,,,2026-05-10T06:09:48.683093+00:00
Aregash Yetemegn And Friends Dryfood Preparation P,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 176 8062,,,,2026-05-10T06:09:48.683093+00:00
Abita Business,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 147 6550,,,,2026-05-10T06:09:48.683093+00:00
Cascara Courtyard Cafe and Bar,Cafe,Addis Ababa,"2Q67+4JG, Bus Station, Africa Ave, Addis Ababa, Ethiopia",3.3,26.0,,https://www.hyatt.com/en-US/hotel/ethiopia/hyatt-regency-addis-ababa/addra,,,2026-05-10T06:09:48.683093+00:00
Velevate Generale Trading,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 11 553 1035,,,,2026-05-10T06:09:48.683093+00:00
WOW Burger 🍔 Olompia Branch,Fast food restaurant,Addis Ababa,"Assai Primary and Secondary Public School, Gabon St, Addis Ababa, Ethiopia",2.7,3.0,,,,,2026-05-10T06:09:48.683093+00:00
MAJET,"Restaurant, Grocery store",Addis Ababa,"Unnamed Road, Addis Ababa, Ethiopia",4.3,7.0,+251 99 438 2322,,,,2026-05-10T06:09:48.683093+00:00
Anwar restaurant sar bet,Restaurant,Addis Ababa,"2Q27+X5H, Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:09:48.683093+00:00
Amrogn Agrculturing And Trading Private Limited Co,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",3.5,2.0,+251 91 146 9258,,,,2026-05-10T06:09:48.683093+00:00
Kuru Restaurant | Gazebo | ኩሩ ሬስቶራንት | ጋዜቦ,Restaurant,Addis Ababa,"Chirkos 02/03, Addis Ababa, Ethiopia",4.4,9.0,+251 92 206 2235,,,,2026-05-10T06:09:48.683093+00:00
Natani Cafe and Restaurant,Western restaurant,Addis Ababa,"Unnamed Road, Addis Ababa, Ethiopia",4.1,51.0,+251 96 060 5555,,,,2026-05-10T06:09:48.683093+00:00
Fusion Bistro - Ethiopia,Arab restaurant,Addis Ababa,"2Q49+2H, Addis Ababa, Ethiopia",4.1,61.0,,,,,2026-05-10T06:09:48.683821+00:00
asbeza,"Restaurant, Delivery service, Ethiopian restaurant, Flower delivery, Fruit and vegetable store, Fruit and vegetable wholesaler, Grocery store, Delivery Restaurant, Grocery delivery service, Supermarket",Addis Ababa,"Africa Avenue Street, Dembel City Center, Addis Ababa, Ethiopia",4.7,49.0,+251 91 124 9048,https://asbeza.net/,https://apps.apple.com/us/app/asbeza/id1421131824?ls=1 | https://asbeza.net/ | https://asbeza.net/#!/~/pages/page=about | https://asbeza.net/#!/~/pages/page=privacy-policy | https://asbeza.net/#!/~/pages/page=returns | https://asbeza.net/#!/~/pages/page=shipping-payment | https://asbeza.net/#!/~/pages/page=terms | https://asbeza.net/about-asbeza-2.html | https://asbeza.net/about-asbeza.html | https://asbeza.net/frequently-asked-questions.html | https://dashenbanksc.com/amole-payment-services/ | https://play.google.com/store/apps/details?id=com.ecwid.ShopAt.Asbeza | https://telebirr.com | https://twitter.com/asbezanet | https://www.asbeza.net/#!/20-Litter-Mineral-Water/p/662389913 | https://www.bankofabyssinia.com/BoA-visa-benefits/?fbclid=IwAR3LaZnbzhOUYs7d1pZkrZmmRU_LRr7dm8FKCyP2-IpayEtuIFDBM_XFmBs | https://www.bankofabyssinia.com/payment-solution/ | https://www.facebook.com/asbeza | https://www.instagram.com/asbeza/ | https://www.linkedin.com/company/asbeza | https://www.youtube.com/asbeza,,2026-05-10T06:09:48.683821+00:00
Romina Restaurant | 4 Kilo,"Restaurant, Bar",Addis Ababa,"King George VI St, Addis Ababa, Ethiopia",4.2,326.0,+251 11 111 0005,http://rominaplc.com/,http://meskottculinary.com/ | https://kobapatisserie.com | https://rominaplc.com/ | https://rominaplc.com/author/admin/ | https://rominaplc.com/coffee | https://rominaplc.com/coffee-2/ | https://rominaplc.com/contactus/ | https://rominaplc.com/import/ | https://rominaplc.com/jaquar | https://rominaplc.com/jaquar/ | https://rominaplc.com/restaurant/ | https://rominaplc.com/rominacorporate | https://rominaplc.com/rominacorporate/ | https://www.facebook.com/Romina-Plc-100258918645651 | https://www.instagram.com/rominaplc/,,2026-05-10T06:09:48.683821+00:00
Haset café & restaurant,Cafe,Addis Ababa 1000,"1,kakar, 506 Mozambique St, Addis Ababa 1000, Ethiopia",,,+251 96 692 7719,,,,2026-05-10T06:09:48.683821+00:00
Eden andargachew,Pizza restaurant,gana medal,"2Q27+X5Q, gana medal, Ethiopia",,,,,,,2026-05-10T06:09:48.683821+00:00
Four Seasons Restaurant,Thai restaurant,floor,"Unnamed, Addis Ababa 6, floor, Ethiopia",3.9,29.0,+251 91 354 9750,https://m.facebook.com/pages/category/Asian-Restaurant/Four-Seasons-Restaurant-Addis-Ababa-1582438748710317/,https://m.facebook.com/ | https://m.facebook.com/help/1570260493519783/?ref=learn_more | https://m.facebook.com/language/?next_uri=https%3A%2F%2Fm.facebook.com%2Flogin%2F%3Fnext%3Dhttps%253A%252F%252Fm.facebook.com%252Fpages%252Fcategory%252FAsian-Restaurant%252FFour-Seasons-Restaurant-Addis-Ababa-1582438748710317%252F%26refsrc%3Ddeprecated&ref_component=mbasic_footer&ref_page=XLoginController,,2026-05-10T06:09:48.683821+00:00
TORTILLA ADDIS,Mexican restaurant,Addis Ababa,"ECA Rd, Addis Ababa, Ethiopia",4.2,25.0,+251 94 414 1192,,,,2026-05-10T06:09:48.683821+00:00
KAZ Sushi & Japanese Fusion Restaurant,"Pan-Asian restaurant, Restaurant",Addis Ababa,"REBTEK APARTMENTS, Wendamanah St, Addis Ababa, Ethiopia",4.7,215.0,+251 98 683 3333,https://kazaddis.com/,"https://kazaddis.com/ | https://kazaddis.com/about/ | https://kazaddis.com/contact/ | https://kazaddis.com/hours/ | https://kazaddis.com/menu/ | https://www.google.com/maps/place/KAZ+Sushi+%26+Japanese+Fusion+Restaurant/@9.0255301,38.7549472,17z/data=!3m1!4b1!4m6!3m5!1s0x164b8583079b5e6f:0x2da192d97bd36953!8m2!3d9.0255248!4d38.7575221!16s%2Fg%2F11wc11645c?entry=ttu&g_ep=EgoyMDI0MDkyNS4wIKXMDSoASAFQAw%3D%3D | https://www.instagram.com/kaz_addis?igsh=MzRlODBiNWFlZA==",,2026-05-10T06:09:49.909174+00:00
Mesti Restaurant,Restaurant,Addis Ababa,"22 Mazoriya, Addis Ababa, Ethiopia",4.4,141.0,+251 90 226 2222,https://mestirestaurant.com.et/,https://menitechs.com | https://mestirestaurant.com.et/ | https://mestirestaurant.com.et/about/ | https://mestirestaurant.com.et/blog/ | https://mestirestaurant.com.et/contact/ | https://mestirestaurant.com.et/reservation-form/ | https://mestirestaurant.com.et/services/ | https://mestirestaurant.com.et/wp-content/uploads/2021/04/X8A0001.jpg | https://mestirestaurant.com/about/ | https://mestirestaurant.com/contact/ | https://mestirestaurant.com/reservation-form/ | https://www.facebook.com/Mesti-Restaurant-106542181532308/ | https://www.instagram.com/mestirestaurant/,,2026-05-10T06:09:49.909174+00:00
Keteme Restaurant,"Italian restaurant, Restaurant",Addis Ababa,"Oslo Cafe, Piassa Dej Jote Street Beside Ethiopian Electric Cooporation Piassa Next to, Addis Ababa, Ethiopia",4.4,76.0,+251 98 855 5550,,,,2026-05-10T06:09:49.909174+00:00
Yeka Abado,Fast food restaurant,Addis Ababa,"Unnamed Road, Addis Ababa, Ethiopia",4.8,12.0,+251 94 038 0000,http://t.me/KTpizza1,http://telegram.org/ | http://telegram.org/dl?tme=564748904e7ac9c894_6399432776716299123,,2026-05-10T06:09:49.909174+00:00
Deluxe Catering & Restaurant,"Restaurant, Cafeteria, Catering food and drink supplier",Addis Ababa,"Addis Ababa, Ethiopia",4.9,17.0,+251 90 322 5555,https://www.deluxecateringaddis.com/,https://deluxecateringaddis.com/ | https://deluxecateringaddis.com/about/ | https://deluxecateringaddis.com/contact/ | https://deluxecateringaddis.com/projects/ | https://deluxecateringaddis.com/services/,,2026-05-10T06:09:49.909174+00:00
Yeka Bar and Restaurant,Restaurant,Addis Ababa,"2R45+H29, Unnamed Road, Addis Ababa, Ethiopia",4.5,10.0,+251 91 167 4782,,,,2026-05-10T06:09:49.909174+00:00
Ithiopica Coffee & Eatery,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",4.8,21.0,+251 96 106 6025,https://ithiopica.com/,http://x.com/ithiopica | https://facebook.com/ithiopica | https://instagram.com/ithiopica | https://ithiopica.com/ | https://ithiopica.com/about | https://ithiopica.com/contact | https://ithiopica.com/location | https://ithiopica.com/menu | https://ithiopica.com/reservation,,2026-05-10T06:09:49.909174+00:00
ELFIGN Café and Restaurant | Megenagna | እልፍኝ ካፌና ሬስቶራንት | መገናኛ,Restaurant,Yeka 13/14,"Yeka 13/14, Ethiopia",4.0,81.0,+251 90 354 8854,,,,2026-05-10T06:09:49.909174+00:00
Romina Restaurant,Takeout Restaurant,Addis Ababa,"Comoros St, Addis Ababa, Ethiopia",4.3,127.0,+251 96 441 4141,http://www.rominaplc.com/,http://meskottculinary.com/ | https://kobapatisserie.com | https://rominaplc.com/ | https://rominaplc.com/author/admin/ | https://rominaplc.com/coffee | https://rominaplc.com/coffee-2/ | https://rominaplc.com/contactus/ | https://rominaplc.com/import/ | https://rominaplc.com/jaquar | https://rominaplc.com/jaquar/ | https://rominaplc.com/restaurant/ | https://rominaplc.com/rominacorporate | https://rominaplc.com/rominacorporate/ | https://www.facebook.com/Romina-Plc-100258918645651 | https://www.instagram.com/rominaplc/,,2026-05-10T06:09:49.909174+00:00
Andualem Cafe & Restaurant,Restaurant,Addis Ababa,"2QQC+HWW, Russia St, Addis Ababa, Ethiopia",4.0,40.0,+251 93 000 6203,,,,2026-05-10T06:09:53.591121+00:00
ሼፍ ሀውስ (Chef House),Vegetarian restaurant,Addis Ababa,"2RGC+V5C, Asmara Rd, Addis Ababa, Ethiopia",4.8,5.0,+251 93 544 0601,http://www.chefhouse.com/,,,2026-05-10T06:09:53.591121+00:00
Top View Restaurant | ቶፕ ቪው ሬስቶራንት,Restaurant,Addis Ababa,"Megenaga, Addis Ababa, Ethiopia",4.0,101.0,+251 97 860 9000,,,,2026-05-10T06:09:53.591121+00:00
Faransay Kella,Restaurant,Addis Ababa,"3Q4F+2GX, Yeka 3/4, Addis Ababa, Ethiopia",4.8,6.0,,,,,2026-05-10T06:09:53.591121+00:00
Mesfin Sileshi Fish Restaurant,Fish restaurant,Addis Ababa,"2VQ3+2J3, Abado Ena Tafou 20/21, Addis Ababa, Ethiopia",4.8,15.0,+251 91 060 9595,,,,2026-05-10T06:09:53.591121+00:00
Reem Restaurant | Hayahulet | ሪም ሬስቶራንት | ሃያሁለት,Restaurant,Addis Ababa,"Equatorial Guinea St, Addis Ababa, Ethiopia",4.2,66.0,+251 93 003 3877,,,,2026-05-10T06:09:53.591121+00:00
Africana Bar And Restaurant | Hayahulet | አፍሪካና ባርና ሬስቱራንት | ሃያሁለት,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",3.9,56.0,+251 92 913 7616,http://www.africanabarrestaurants.wordpress.com/,http://www.africanabarrestaurants.wordpress.com/ | https://africanabarrestaurants.wordpress.com | https://africanabarrestaurants.wordpress.com/ | https://africanabarrestaurants.wordpress.com/2024/05/27/home/ | https://africanabarrestaurants.wordpress.com/2024/05/27/home/#respond | https://africanabarrestaurants.wordpress.com/author/africanabarrestaurants/ | https://africanabarrestaurants.wordpress.com/gallery-2/ | https://africanabarrestaurants.wordpress.com/gallery/ | https://automattic.com/cookies/ | https://subscribe.wordpress.com/ | https://wordpress.com/?ref=footer_website | https://wordpress.com/abuse/?report_url=https://africanabarrestaurants.wordpress.com | https://wordpress.com/log-in?redirect_to=https%3A%2F%2Fafricanabarrestaurants.wordpress.com%2F2024%2F05%2F27%2Fhome%2F&signup_flow=account | https://wordpress.com/reader/feeds/159412478 | https://wordpress.com/start/ | https://wordpress.com/start/?ref=marketing_bar | https://www.facebook.com/people/AFRICANA_BarRestaurant/100063591080746/ | https://www.google.com/maps/contrib/104969891306239122606?hl=en-US&ved=1t:31294&ictx=111 | https://www.google.com/maps/contrib/110552256497750551685?hl=en-US&ved=1t:31294&ictx=111 | https://www.google.com/maps/contrib/112151395531697993649?hl=en-US&ved=1t:31294&ictx=111 | https://www.google.com/maps/contrib/112674101940702528386?hl=en-US&ved=1t:31294&ictx=111 | https://www.google.com/maps/contrib/112769105516374805407?hl=en-US&ved=1t:31294&ictx=111 | https://www.google.com/maps/contrib/113003591245938371207?hl=en-US&ved=1t:31294&ictx=111 | https://www.google.com/maps/contrib/113602051569967365799?hl=en-US&ved=1t:31294&ictx=111 | https://www.google.com/maps/contrib/117882985513765944227?hl=en-US&ved=1t:31294&ictx=111 | https://www.google.com/maps/dir//africana+restaurant/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x164b8523fcfca1f9:0x4536a9e3c87701d9?sa=X&ved=1t:3061&ictx=111 | https://www.google.com/maps/uv?pb=!1s0x164b8523fcfca1f9:0x4536a9e3c87701d9!3m1!7e115!5sGoogle+Search!15zQ2dJZ0FRPT0&hl=en&imagekey=!1e10!2sAF1QipMpdt9PDzxSshm5vnsqnvN_225KPcOUzgEA4EYK&sa=X&ved=2ahUKEwi4h_uH8cuGAxULSEEAHcTyBaUQ9fkHKAB6BQgBEMwD | https://www.google.com/maps/uv?pb=!1s0x164b8523fcfca1f9:0x4536a9e3c87701d9!3m1!7e115!5sGoogle+Search!15zQ2dJZ0FRPT0&hl=en&imagekey=!1e10!2sAF1QipNy9mupQ61ZTUoOuzxoSiXLVw2DidwzVbkKFaA&sa=X&ved=2ahUKEwi4h_uH8cuGAxULSEEAHcTyBaUQ9fkHKAB6BQgBEJ4C | https://www.google.com/maps/uv?pb=!1s0x164b8523fcfca1f9:0x4536a9e3c87701d9!3m1!7e115!5sGoogle+Search!15zQ2dJZ0FRPT0&hl=en&imagekey=!1e10!2sAF1QipOokTHf8n_ohEdcX8Kz5LnWe48VJX7REGsU3tBY&sa=X&ved=2ahUKEwi4h_uH8cuGAxULSEEAHcTyBaUQ9fkHKAF6BQgBEM0D | https://www.google.com/maps/uv?pb=!1s0x164b8523fcfca1f9:0x4536a9e3c87701d9!3m1!7e115!5sGoogle+Search!15zQ2dJZ0FRPT0&hl=en&imagekey=!1e10!2sAF1QipPo4_Z27_PDOPXTpbC0k12L26IP7lyyOzUD8wUc&sa=X&ved=2ahUKEwi4h_uH8cuGAxULSEEAHcTyBaUQ9fkHKAB6BQgBEIgB,,2026-05-10T06:09:53.591121+00:00
Allebnany Restaurant,Lebanese restaurant,Addis Ababa,"Addis Ababa, Ethiopia",3.8,502.0,+251 91 151 5374,https://www.facebook.com/allebnany.restaurant/,,,2026-05-10T06:09:53.591121+00:00
Mestura restaurants مستورة حلال المطاعم,Barbecue restaurant,Yeka 13/14,"Yeka 13/14, Ethiopia",4.4,80.0,,https://www.mesturarestaurants.com/,,,2026-05-10T06:09:53.591121+00:00
ketema cafe & restaurant,Western restaurant,Addis Ababa,"XQJ5+64R, Addis Ababa, Ethiopia",5.0,5.0,+251 91 116 2696,,,,2026-05-10T06:09:53.591121+00:00
TABLE 5 RESTAURANT,Restaurant,Addis Ababa,"2Q69+JJQ, Addis Ababa, Ethiopia",4.3,39.0,+251 90 402 0712,,,,2026-05-10T06:09:53.591121+00:00
Ketema Cafe and Resturant,Restaurant,Addis Ababa,"2VGG+4XV, Abado Ena Tafou 20/21, Addis Ababa, Ethiopia",4.6,5.0,,,,,2026-05-10T06:09:57.257217+00:00
Lemat Restaurant and Bar | Lamberet | ሌማት ሬስቶራንትና ባር | ላምበረት,Restaurant,Addis Ababa,"Bole 12/13, Addis Ababa, Ethiopia",5.0,5.0,,,,,2026-05-10T06:09:57.257217+00:00
Oscar Pizza and Chicken House | ኦስካር ቺክን እና በርገር,Pizza restaurant,Addis Ababa,"2QGJ+2G9, Feres Bet Condominiums, Balderas, Addis Ababa, Ethiopia",4.1,43.0,+251 97 732 7575,,,,2026-05-10T06:09:57.257217+00:00
The Whole Foods Restaurant,Restaurant,7th Floor,"Haya Hulet, Festival 22 Building, 7th Floor, Ethiopia",5.0,7.0,,,,,2026-05-10T06:09:57.257217+00:00
ጣእም ባህላዊ ምግብ ቤት Taem Traditional Restaurant,Restaurant,Addis Ababa,"2QCX+84W, Adwa St, Addis Ababa, Ethiopia",5.0,3.0,+251 94 409 0952,,,,2026-05-10T06:09:57.257217+00:00
Fikere kunspagna 22 | ፍቅሬ ኩንስፓኛ | ሀያ ሁለት,Restaurant,Ababa,"Mickey Leland StreetAddis, Ababa, Ethiopia",4.5,37.0,+251 91 186 3219,,,,2026-05-10T06:09:57.257217+00:00
Louvre Grand Hotel & Restaurant,"Restaurant, Hotel",1175,"Togo Street/Yeka District, Sub City Kebele 13/14 Addis Ababa, Ethiopia Addis Ababa, 1175, Ethiopia",4.5,357.0,+251 97 018 0000,https://louvregrandhotel.com/,https://laboiteapixels.com/ | https://louvregrandhotel.com/ | https://louvregrandhotel.com/contact-et-acces/ | https://louvregrandhotel.com/en/ | https://louvregrandhotel.com/en/privacy-policy/ | https://louvregrandhotel.com/hotel-hebergement/ | https://louvregrandhotel.com/mentions-legales | https://louvregrandhotel.com/politique-de-confidentialite/ | https://louvregrandhotel.com/remise-en-forme-salle-de-fitness-et-musculation/ | https://louvregrandhotel.com/restaurant/ | https://louvregrandhotel.com/reunions-evenements/ | https://www.facebook.com/louvregrandhotel | https://www.instagram.com/louvrehoteladdis/?hl=fr,,2026-05-10T06:09:57.257217+00:00
