name,category,neighborhood,full_address,rating,review_count,phone,website,links_on_site,google_maps_url,scraped_at
Misrak Ber Hotel Dukem Addis,Restaurant,Addis Ababa,"XQV8+5J3, Gabon St, Addis Ababa, Ethiopia",4.2,100.0,+251 91 262 6162,,,,2026-05-10T06:29:17.201868+00:00
Daily Mini Mart and Subway Cafe - Kazanchis (new),Grocery store,Addis Ababa,"2Q79+WFW, ECA Rd, Addis Ababa, Ethiopia",2.8,31.0,,,,,2026-05-10T06:29:17.201868+00:00
Seferian And Co Ethiopia Ltd S C,Cafe,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 11 551 7579,,,,2026-05-10T06:29:17.201868+00:00
V Lounge Addis | wollo sefer | ቪ ላዉንጅ አዲስ | ወሎ ሰፈር,"Restaurant, Live music venue, Night club",Addis Ababa,"Ethio China St, Addis Ababa, Ethiopia",3.9,191.0,+251 91 176 2063,,,,2026-05-10T06:29:17.201868+00:00
Jeflobi Trading,Cafe,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 199 9998,,,,2026-05-10T06:29:17.201868+00:00
KKFC | Bole Matemya | ኬኬኤፍሲ | ቦሌ ማተምያ |,Fast food restaurant,Addis Ababa,"Bole matamiya, Addis Ababa, Ethiopia",3.5,69.0,+251 94 269 6969,http://wwwkkfceth.com/,,,2026-05-10T06:29:17.201868+00:00
Chicken Garden City Cafe,Fast food restaurant,Addis Ababa,"XQXC+V49, Airport Road, Addis Ababa, Ethiopia",3.5,11.0,+251 91 125 2426,,,,2026-05-10T06:29:17.201868+00:00
Sarania Cafe and Bakery ሳራኒያ ካፌ እና ዳቦ ቤት,"Coffee shop, Bakery",Addis Ababa,"Summit, Addis Ababa, Ethiopia",3.8,103.0,+251 96 211 0000,,,,2026-05-10T06:29:22.075864+00:00
TEMERACHI COFFEE ተመራጭ ቡና,Exporter,Addis Ababa,"Bulgaria Mazoria Infront of international clinic, then 50m to the right, Addis Ababa, Ethiopia",4.3,4.0,,https://temerachicoffee.com/,,,2026-05-10T06:29:22.075864+00:00
Gesha Village Coffee Estate,Agricultural organization,Addis Ababa,"Rizq House, 7th floor, Gabon St, Addis Ababa, Ethiopia",4.8,8.0,+251 11 515 1900,http://www.geshavillage.com/,https://prideofgesha.com | https://prideofgesha.com/en/ | https://www.cleverkites.com | https://www.facebook.com/Gesha-Village-Coffee-Estate-688789331242326/ | https://www.geshavillage.com/ | https://www.geshavillage.com/contact/ | https://www.geshavillage.com/order-coffee-samples/ | https://www.geshavillage.com/our-story/ | https://www.geshavillage.com/shop/ | https://www.geshavillage.com/sustainability/ | https://www.geshavillage.com/taste-flavor/ | https://www.geshavillage.com/the-village/ | https://www.instagram.com/geshavillage/ | https://www.instagram.com/p/DU3E-_gDGyz/ | https://www.instagram.com/p/DUnmyLxjKBS/ | https://www.instagram.com/p/DV04dJQDNdI/ | https://www.instagram.com/p/DVOFyRIjATA/ | https://www.instagram.com/p/DVjD8gQEqpu/ | https://www.instagram.com/p/DWJXJ-RDEAm/ | https://www.instagram.com/p/DWb16L7DBaB/ | https://www.instagram.com/p/DWwW12HjOj9/ | https://www.instagram.com/p/DX9RXBzpXWu/ | https://www.instagram.com/p/DXJ1UQWjFRJ/ | https://www.instagram.com/p/DXmO1qcjzMy/ | https://www.instagram.com/reel/DUS7LnVDGZT/ | https://www.youtube.com/channel/UCVQHfffxw9wbhjqfcTdSDWA,,2026-05-10T06:29:22.075864+00:00
"Firhiwot,Haymanot And Friends Coffee And Snacks P",Cafe,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 168 7396,,,,2026-05-10T06:29:22.075864+00:00
Nile Fish Kirkos/ናይል አሳ,Restaurant,Addis Ababa,"2Q24+RVQ, Addis Ababa, Ethiopia",3.8,9.0,,,,,2026-05-10T06:29:22.075864+00:00
Qirqos Subsity,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",4.0,2.0,+251 91 162 9219,,,,2026-05-10T06:29:22.075864+00:00
Meseret Berhane And Frinds Caffee And Resturant P,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",2.0,1.0,+251 94 815 9638,,,,2026-05-10T06:29:22.075864+00:00
Coffee Plaza Apartments,Apartment building,Addis Ababa,"Guinea Conakry St, Addis Ababa, Ethiopia",5.0,1.0,+251 91 124 2486,https://www.coffee-plaza.com/,https://www.coffee-plaza.com/ | https://www.coffee-plaza.com/about | https://www.coffee-plaza.com/construction | https://www.coffee-plaza.com/contact | https://www.coffee-plaza.com/faq | https://www.coffee-plaza.com/neighborhood | https://www.facebook.com/search/top?q=Coffee%20Plaza | https://www.instagram.com/coffeeplaza_/ | https://www.youtube.com/results?search_query=Coffee+Plaza,,2026-05-10T06:29:22.075864+00:00
Eyu Coffee,Coffee shop,Addis Ababa,"Addis Ababa, Ethiopia",5.0,4.0,+251 92 903 8279,,,,2026-05-10T06:29:22.075864+00:00
Zaika,Indian restaurant,Addis Ababa 1000,"Gabon St, Addis Ababa 1000, Ethiopia",4.2,162.0,+251 90 179 4194,,,,2026-05-10T06:29:22.075864+00:00
Society Bar And Restaurant P L C,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",3.0,5.0,+251 94 192 1081,,,,2026-05-10T06:29:22.075864+00:00
Mulatu Astatke Jazz Village,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",5.0,5.0,+251 91 189 7438,,,,2026-05-10T06:29:22.075864+00:00
Haset café & restaurant,Cafe,Addis Ababa 1000,"1,kakar, 506 Mozambique St, Addis Ababa 1000, Ethiopia",,,+251 96 692 7719,,,,2026-05-10T06:29:22.075864+00:00
Mount Duko Coffee,Wholesaler,Addis Ababa,"Ras Desta Damtew St, Addis Ababa, Ethiopia",5.0,1.0,+251 92 460 7830,https://dukocoffee.com/,https://hpanel.hostinger.com/ | https://hpanel.hostinger.com/domains | https://www.hostinger.com/ | https://www.hostinger.com/business-email | https://www.hostinger.com/domain-name-search | https://www.hostinger.com/vps-hosting | https://www.hostinger.com/web-hosting,,2026-05-10T06:29:22.075864+00:00
Haile Coffee,,Addis Ababa,"Africa Ave, Addis Ababa, Ethiopia",3.4,8.0,+251 92 994 0006,,,,2026-05-10T06:29:22.075864+00:00
Degsew Amanu And Friends Hotel And Tourism,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",5.0,1.0,+251 91 193 9642,,,,2026-05-10T06:29:27.079611+00:00
Enemare Derejet And Friends Caffe And Resturant,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 103 0055,,,,2026-05-10T06:29:27.079611+00:00
Eyob assefa cafe,Cafe,1000,"Bole flamingo Addis ababa, 1000, Ethiopia",,,,,,,2026-05-10T06:29:27.079611+00:00
Bethura’s Coffee Roastery,Cafe,Addis Ababa,"A2, Addis Ababa, Ethiopia",4.3,7.0,+251 97 612 1818,,,,2026-05-10T06:29:27.079611+00:00
Tigist Mahder And Friends Cafeteria Abd Restaurant,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 377 9431,,,,2026-05-10T06:29:27.079611+00:00
Purple Cafe | Olompia | ፐርፕል ካፌ | ኦሎምፒያ,Cafe,Addis Ababa,"2Q39+C8M, Africa Ave, Addis Ababa, Ethiopia",4.2,13.0,+251 11 551 8886,,,,2026-05-10T06:29:27.079611+00:00
Kedemit Coffee,Agricultural service,Addis Ababa,"Tolip Olympia hotel 1st Floor, Addis Ababa, Ethiopia",5.0,2.0,+251 94 413 2719,https://kedemitcoffee.com/,,,2026-05-10T06:29:27.079611+00:00
Zen Apartments | Olompiya | ዜን አፓርትመንትስ | ኦሎምፒያ,"Furnished apartment building, Art gallery, Restaurant, Serviced apartment",Addis Ababa,"House 220, Kirkos Subcity, Woreda 01, Addis Ababa, Ethiopia",4.6,16.0,+251 98 019 3313,https://www.zenapartmentsaddis.com/,https://twitter.com/zenaparts | https://www.facebook.com/zenaparts/ | https://www.instagram.com/p/CFv0GFkJ5-f/?utm_source=ig_web_copy_link | https://www.instagram.com/zen_addis | https://www.linkedin.com/company/zen-apartments-addis | https://www.tripadvisor.com/Hotel_Review-g293791-d23158050-Reviews-Zen_Apartments_Addis-Addis_Ababa.html | https://www.zenapartmentsaddis.com | https://www.zenapartmentsaddis.com/blog | https://www.zenapartmentsaddis.com/contact | https://www.zenapartmentsaddis.com/copy-of-events-space | https://www.zenapartmentsaddis.com/copy-of-explore | https://www.zenapartmentsaddis.com/copy-of-explore-1 | https://www.zenapartmentsaddis.com/copy-of-home | https://www.zenapartmentsaddis.com/copy-of-neighbourhood | https://www.zenapartmentsaddis.com/gallary | https://www.zenapartmentsaddis.com/resturants | https://www.zenapartmentsaddis.com/rooms,,2026-05-10T06:29:27.079611+00:00
Sileshi Hiwot And Freinds Cafee And Resturants Par,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 92 010 4038,,,,2026-05-10T06:29:27.079611+00:00
Seife Ademekew And Friends Restaurant Part,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 96 467 9192,,,,2026-05-10T06:29:27.079611+00:00
BeEmnet Restaurant | Lancha | በእምነት ሬስቶራንት | ላንቻ,Restaurant,Addis Ababa,"XQX5+5MH, Sierra Leone St, Addis Ababa, Ethiopia",4.0,54.0,+251 91 930 9325,,,,2026-05-10T06:29:27.079611+00:00
Maleda Servis P/L/C,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",5.0,1.0,+251 91 121 1904,,,,2026-05-10T06:29:27.080748+00:00
Luxury car wash and cafe,Car wash,Addis Ababa,"Kr_02_222, Addis Ababa, Ethiopia",4.3,8.0,+251 90 004 0732,,,,2026-05-10T06:29:27.080748+00:00
Kibran Tsehayuand Friends Restourant Partner Ship,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 325 5580,,,,2026-05-10T06:29:27.080748+00:00
Te And His Familys,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 168 0813,,,,2026-05-10T06:29:27.080748+00:00
Danel And Debo Cultural Dirinking Work Partnerships,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 291 9146,,,,2026-05-10T06:29:27.080748+00:00
Royal Coffee Addis Ababa,Coffee wholesaler,Addis Ababa,"Garad Building, 9th Floor, Addis Ababa, Ethiopia",,,,https://royalcoffee.com/royal-coffee-addis-ababa,https://events.royalcoffee.com/events | https://royalcoffee.com/ | https://royalcoffee.com/#EmailSignup10Off | https://royalcoffee.com/50lb-green-coffee-royal-gems/ | https://royalcoffee.com/about-us | https://royalcoffee.com/accessibility/ | https://royalcoffee.com/account/ | https://royalcoffee.com/blog | https://royalcoffee.com/blog/ | https://royalcoffee.com/cart/ | https://royalcoffee.com/coffee-consulting-services | https://royalcoffee.com/coffee-consulting-services/ | https://royalcoffee.com/contact/ | https://royalcoffee.com/crown-jewels/ | https://royalcoffee.com/development-stage-event/ | https://royalcoffee.com/farmgate/ | https://royalcoffee.com/how-to-buy/ | https://royalcoffee.com/how-to-order-coffee-to-canada/ | https://royalcoffee.com/how-to-use-credit-key/ | https://royalcoffee.com/offerings/ | https://royalcoffee.com/offerings/?s=Bolivia | https://royalcoffee.com/offerings/?s=Hawaii | https://royalcoffee.com/offerings/?s=Sulawesi | https://royalcoffee.com/offerings/?s=Tanzania | https://royalcoffee.com/offerings/?s=Timor | https://royalcoffee.com/product-tag/organic/ | https://royalcoffee.com/product-tag/staff-picks/ | https://royalcoffee.com/region/africa/burundi/ | https://royalcoffee.com/region/africa/ethiopia/ | https://royalcoffee.com/region/africa/kenya/ | https://royalcoffee.com/region/africa/rwanda/ | https://royalcoffee.com/region/africa/uganda/ | https://royalcoffee.com/region/asia-pacific-islands/india/ | https://royalcoffee.com/region/asia-pacific-islands/indonesia/ | https://royalcoffee.com/region/asia-pacific-islands/papua-new-guinea/ | https://royalcoffee.com/region/asia-pacific-islands/sumatra/ | https://royalcoffee.com/region/asia-pacific-islands/yemen/ | https://royalcoffee.com/region/central-america/costa-rica/ | https://royalcoffee.com/region/central-america/el-salvador/ | https://royalcoffee.com/region/central-america/guatemala/ | https://royalcoffee.com/region/central-america/honduras/ | https://royalcoffee.com/region/central-america/nicaragua/ | https://royalcoffee.com/region/central-america/panama/ | https://royalcoffee.com/region/north-america/jamaica/ | https://royalcoffee.com/region/north-america/mexico/ | https://royalcoffee.com/region/south-america/brazil/ | https://royalcoffee.com/region/south-america/colombia/ | https://royalcoffee.com/region/south-america/ecuador/ | https://royalcoffee.com/region/south-america/peru/ | https://royalcoffee.com/resources | https://royalcoffee.com/royal-coffee-addis-ababa/ | https://royalcoffee.com/sourcedthecoffeepodcast/ | https://royalcoffee.com/tasting-room/ | https://royalcoffee.com/the-crown-podcast/ | https://royalcoffee.com/the-crown/ | https://twitter.com/RoyalCoffee | https://www.facebook.com/RoyalCoffeeInc/ | https://www.instagram.com/royal.coffee.inc/ | https://www.linkedin.com/company/royal-coffee-inc/,,2026-05-10T06:29:27.080748+00:00
Adulina Coffee Exporter PLC,Business to business service,Addis Ababa 1000,"Back of, Garad Bldg, Airport Rd, Addis Ababa 1000, Ethiopia",3.7,6.0,+251 91 103 2795,https://www.adulinacoffee.org/,http://www.spiralclick.com | https://www.adulinacoffee.org/,,2026-05-10T06:29:27.080748+00:00
Nile fish |ናይል አሳ,Restaurant,Addis Ababa,"2P3V+XMM, Addis Ababa, Ethiopia",4.1,18.0,,,,,2026-05-10T06:29:27.080748+00:00
The Big Apple International,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:29:32.139008+00:00
Family Rose Trading,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 175 4377,,,,2026-05-10T06:29:32.139008+00:00
Zeyde And His Family General Trading,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 431 6537,,,,2026-05-10T06:29:32.139008+00:00
Manhattan Restaurant And Lounge,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 260 8384,,,,2026-05-10T06:29:32.139008+00:00
The Corporate Cocktail Bar & Food Court,Restaurant,Addis Ababa,"House No 501/004, Kirkos Sub-City, Woreda 9, 498, Addis Ababa, Ethiopia",,,+251 91 103 3581,,,,2026-05-10T06:29:32.139008+00:00
Lomlis General Trading,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 149 1740,,,,2026-05-10T06:29:32.139008+00:00
Mellow Bar And Restaurant,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 123 5961,,,,2026-05-10T06:29:32.139008+00:00
Trad Trading,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:29:32.139008+00:00
Addis Ababa Setoche Resturant S/C,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",3.0,2.0,+251 11 551 5013,,,,2026-05-10T06:29:32.139008+00:00
Laba Wings,Fast food restaurant,Addis Ababa,"2Q67+W2P, Menelik II Ave, Addis Ababa, Ethiopia",4.2,30.0,+251 93 862 5858,,,,2026-05-10T06:29:32.139008+00:00
Mulugeta Tsige Coffee Export,Coffee wholesaler,Addis Ababa,"Mulugeta Tsige Coffee Sarbet, Addis Ababa, Ethiopia",4.0,1.0,,http://facebook.com/mulugeta-Tsige-coffee-Exporter-101610625342855/,,,2026-05-10T06:29:32.139008+00:00
BURGERIZZA|olompia|በርገሪዛ|,Hamburger restaurant,Addis Ababa,"2Q39+2JR, Airport Rd, Addis Ababa, Ethiopia",3.7,13.0,,,,,2026-05-10T06:29:32.139008+00:00
Blue Corner Business P L C,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 130 4383,,,,2026-05-10T06:29:32.139008+00:00
Muluwork Samerawit And Frands Restoranti,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 93 681 2637,,,,2026-05-10T06:29:32.139008+00:00
Chanoly Noodles (Catering Service only),Chinese noodle restaurant,Addis Ababa,"XQR6+5VF, Unnamed Road, Addis Ababa, Ethiopia",3.6,9.0,,,,,2026-05-10T06:29:32.139008+00:00
Ethiopia Mehden Derejite,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 11 551 1421,,,,2026-05-10T06:29:32.139008+00:00
Zelealem Eshetu Coffee Exporter,"Corporate office, Food and beverage exporter",Addis Ababa,"Garad, Addis Ababa, Ethiopia",5.0,2.0,+251 11 416 6097,https://zelealemeshetucoffee.com/,,,2026-05-10T06:29:32.139008+00:00
Ethio Coffee Market,Exporter,Addis Ababa,"2Q37+3XQ, Unnamed Road, Addis Ababa, Ethiopia",,,+251 97 209 9970,,,,2026-05-10T06:29:32.139008+00:00
La Gare,Train station,Addis Ababa,"Addis Ababa, Ethiopia",4.2,68.0,,,,,2026-05-10T06:29:37.760237+00:00
Tafach Cafe,Cafe,Addis Ababa,"2Q83+83X, Gambia St, Addis Ababa, Ethiopia",4.2,5.0,,,,,2026-05-10T06:29:37.760237+00:00
Getahun Tesfaye And His Family,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 11 553 2002,,,,2026-05-10T06:29:37.760237+00:00
"Bake Ma' Cafe, Cake, Cookies and Bread #3",Bakery,0000,"Kasanchis, close to Menaheria Hotel Addis Ababa, 0000, Ethiopia",4.3,6.0,+251 91 140 3474,https://bakemapastrybakery.wordpress.com/,http://www.bakemapastrybakery.wordpress.com | https://automattic.com/cookies/ | https://bakemapastrybakery.wordpress.com | https://bakemapastrybakery.wordpress.com/ | https://bakemapastrybakery.wordpress.com/2023/08/03/home/ | https://bakemapastrybakery.wordpress.com/2023/08/03/home/#respond | https://bakemapastrybakery.wordpress.com/author/bakemapastrybakery/ | https://bakemapastrybakery.wordpress.com/contact-us/ | https://bakemapastrybakery.wordpress.com/gallery/ | https://subscribe.wordpress.com/ | https://wordpress.com/?ref=footer_website | https://wordpress.com/abuse/?report_url=https://bakemapastrybakery.wordpress.com | https://wordpress.com/log-in?redirect_to=https%3A%2F%2Fbakemapastrybakery.wordpress.com%2F2023%2F08%2F03%2Fhome%2F&signup_flow=account | https://wordpress.com/reader/feeds/145738116 | https://wordpress.com/start/ | https://wordpress.com/start/?ref=marketing_bar | https://www.facebook.com/bakemacake,,2026-05-10T06:29:37.760237+00:00
Meda Bar And Grill,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:29:37.760237+00:00
Euphrates Trading P L C,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 160 6020,,,,2026-05-10T06:29:37.760237+00:00
Shemuma General Trade,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 11 552 1575,,,,2026-05-10T06:29:37.760237+00:00
Qoffe Supermarket & Coffee,Supermarket,Addis Ababa,"Flamingo Area, Africa Ave, Addis Ababa, Ethiopia",,,+251 90 545 6787,,,,2026-05-10T06:29:37.760237+00:00
Weyin Cattering Service,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 143 4738,,,,2026-05-10T06:29:37.760237+00:00
Velevate Generale Trading,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 11 553 1035,,,,2026-05-10T06:29:37.760237+00:00
Green Coffee Agro Industry Plc,Exporter,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 141 8594,,,,2026-05-10T06:29:37.760237+00:00
China Bar And Restaurant,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:29:37.760237+00:00
Kuru Restaurant | Gazebo | ኩሩ ሬስቶራንት | ጋዜቦ,Restaurant,Addis Ababa,"Chirkos 02/03, Addis Ababa, Ethiopia",4.4,9.0,+251 92 206 2235,,,,2026-05-10T06:29:37.760237+00:00
asbeza,"Restaurant, Delivery service, Ethiopian restaurant, Flower delivery, Fruit and vegetable store, Fruit and vegetable wholesaler, Grocery store, Delivery Restaurant, Grocery delivery service, Supermarket",Addis Ababa,"Africa Avenue Street, Dembel City Center, Addis Ababa, Ethiopia",4.7,49.0,+251 91 124 9048,https://asbeza.net/,https://apps.apple.com/us/app/asbeza/id1421131824?ls=1 | https://asbeza.net/ | https://asbeza.net/#!/~/pages/page=about | https://asbeza.net/#!/~/pages/page=privacy-policy | https://asbeza.net/#!/~/pages/page=returns | https://asbeza.net/#!/~/pages/page=shipping-payment | https://asbeza.net/#!/~/pages/page=terms | https://asbeza.net/about-asbeza-2.html | https://asbeza.net/about-asbeza.html | https://asbeza.net/frequently-asked-questions.html | https://dashenbanksc.com/amole-payment-services/ | https://play.google.com/store/apps/details?id=com.ecwid.ShopAt.Asbeza | https://telebirr.com | https://twitter.com/asbezanet | https://www.asbeza.net/#!/20-Litter-Mineral-Water/p/662389913 | https://www.bankofabyssinia.com/BoA-visa-benefits/?fbclid=IwAR3LaZnbzhOUYs7d1pZkrZmmRU_LRr7dm8FKCyP2-IpayEtuIFDBM_XFmBs | https://www.bankofabyssinia.com/payment-solution/ | https://www.facebook.com/asbeza | https://www.instagram.com/asbeza/ | https://www.linkedin.com/company/asbeza | https://www.youtube.com/asbeza,,2026-05-10T06:29:37.760237+00:00
Sakicha Trading - Best coffee Exporter Ethiopia,Exporter,Addis Ababa,"XQV8+FMH, Gabon St, Addis Ababa, Ethiopia",,,+251 91 124 5735,,,,2026-05-10T06:29:37.760237+00:00
Amrogn Agrculturing And Trading Private Limited Co,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",3.5,2.0,+251 91 146 9258,,,,2026-05-10T06:29:37.760237+00:00
Ansari Hospitality,Restaurant,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 261 2400,,,,2026-05-10T06:29:37.760237+00:00
Jébena café,"Cafe, Coffee shop",Addis Ababa,"Megenanja MARAKI TOWER 1st floor, Addis Ababa, Ethiopia",5.0,38.0,+251 94 803 3467,,,,2026-05-10T06:29:54.712859+00:00
Tukke Coffee,Cafe,Addis Ababa 1000,"Kenenisa Ave, Addis Ababa 1000, Ethiopia",4.9,21.0,+251 91 263 3555,https://www.tukkecoffee.com/,,,2026-05-10T06:29:54.712859+00:00
Rising Cub Coffee Roasters (formerly Black Lion Organic Coffee Shop) | Kazanchis | ብላክ ላይን ኦርጋኒክ ቡና | ካሳንቺስ,"Coffee shop, Coffee roastery",Addis Ababa,"2Q79+HJF, Addis Ababa, Ethiopia",4.5,69.0,,https://www.facebook.com/risingcubcoffeeroasters/,,,2026-05-10T06:29:54.713404+00:00
Mekaka Coffee,Coffee shop,Addis Ababa 1000,"2QJF+Q9C, Dejazamach Wolde Gebriel St, Addis Ababa 1000, Ethiopia",4.7,16.0,+251 93 274 4444,,,,2026-05-10T06:29:54.713404+00:00
Yomu Coffee | Hayahulet | ዮሙ ኮፊ | ሃያሁለት,Coffee shop,Addis Ababa,"Addis Ababa, Ethiopia",4.7,36.0,+251 90 811 1437,,,,2026-05-10T06:29:54.713404+00:00
Tesfa Coffee | National Museum,Cafe,Addis Ababa 1000,"https://maps.app.goo.gl/fvybzfBCXFoMXxoB6, Addis Ababa 1000, Ethiopia",4.8,109.0,+251 91 135 6334,https://tesfacoffee.com/,,,2026-05-10T06:29:54.713404+00:00
Coffeecology megenagna,Coffee shop,Addis Ababa,"2QCW+GV6, Kenenisa Ave, Addis Ababa, Ethiopia",4.3,200.0,,http://coffeecology.et/,,,2026-05-10T06:29:54.713404+00:00
Haile Premium Coffee,Coffee shop,Addis Ababa,"2RF8+CW7, Addis Ababa, Ethiopia",4.7,26.0,,,,,2026-05-10T06:29:54.713404+00:00
ኦስሎ ካፌ,Cafe,Addis Ababa,"2QJ3+MW3, Dej. Jote St, Addis Ababa, Ethiopia",4.5,44.0,,,,,2026-05-10T06:29:54.713404+00:00
Tiya cafe & restaurant ጥያ ካፌና ሬስቶራንት,Coffee shop,Yeka 13/14,"Yeka 13/14, Ethiopia",4.8,4.0,,,,,2026-05-10T06:29:54.713404+00:00
Commune Cafe,Cafe,Addis Ababa,"CMC, Addis Ababa, Ethiopia",4.9,34.0,+251 90 027 4347,http://etcommune.com/,,,2026-05-10T06:29:54.713404+00:00
Fili Coffee Mexico,Coffee shop,Addis Ababa,"2P6W+9RX, Addis Ababa, Ethiopia",4.4,115.0,,,,,2026-05-10T06:30:00.372336+00:00
ጄነሰስ ቡና Genesis coffee,Cafe,Addis Ababa,"2Q89+5PR, Addis Ababa, Ethiopia",4.9,19.0,,,,,2026-05-10T06:30:00.372336+00:00
Maleda Cafe and Restaurant,Cafe,Addis Ababa,"2QP7+63Q, King George VI St, Addis Ababa, Ethiopia",4.2,48.0,,,,,2026-05-10T06:30:06.169581+00:00
Abol Cafe | Hayahulet | አቦል ካፌ | ሃያሁለት,Cafe,Addis Ababa 1000,"Addis Ababa 1000, Ethiopia",4.1,19.0,+251 91 108 5429,,,,2026-05-10T06:30:06.169581+00:00
Andualem Cafe & Restaurant,Restaurant,Addis Ababa,"2QQC+HWW, Russia St, Addis Ababa, Ethiopia",4.0,40.0,+251 93 000 6203,,,,2026-05-10T06:30:06.169581+00:00
EthioCup,Coffee shop,Addis Ababa 1276,"arda, Addis Ababa 1276, Ethiopia",4.9,17.0,,https://ethiocup.mystrikingly.com/,https://ethiocup.mystrikingly.com/pages/cookie-policy | https://maps.google.com/maps?q=addis ababa | https://www.instagram.com/ethiocup_official_coffee?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw== | https://x.com/EthioCupcoffee,,2026-05-10T06:30:06.169581+00:00
Gerar coffee,Coffee shop,Addis Ababa,"Nb, Addis Ababa, Ethiopia",5.0,2.0,+251 91 381 2615,,,,2026-05-10T06:30:06.169581+00:00
Zing Coffee Shop | Mekanisa | ዚንግ ቡና መደብር | መካኒሳ,Coffee shop,Addis Ababa,"XPMG+JVH, Mena Hotel, Around Mekanisa Abo Church Near, Lesotho St, Addis Ababa, Ethiopia",4.6,240.0,+251 92 990 1502,http://www.zingcoffeecenter.com/,https://www.facebook.com/zingcoffee.et | https://www.instagram.com/zingcoffee.et | https://zingcoffeecenter.com | https://zingcoffeecenter.com/ | https://zingcoffeecenter.com/about-us/ | https://zingcoffeecenter.com/contact-us/ | https://zingcoffeecenter.com/online-shop/ | https://zingcoffeecenter.com/our-menu/ | https://zingcoffeecenter.com/portfolio-item/new-coffee-experience/ | https://zingcoffeecenter.com/portfolio-item/roasting/,,2026-05-10T06:30:06.169581+00:00
Kibur Coffee | Shola | ክቡር ቡና | ሾላ,"Cafe, Cafeteria",Addis Ababa,"Fikremariam Aba Techan St, Addis Ababa, Ethiopia",4.3,10.0,+251 97 711 0707,,,,2026-05-10T06:30:06.169581+00:00
Hamburg Café,Cafe,Addis Ababa,"2Q8P+4VR, Addis Ababa, Ethiopia",4.1,12.0,+251 92 575 8689,,,,2026-05-10T06:30:06.169581+00:00
Kingstar coffee house,Coffee shop,Addis Ababa,"2Q6M+6FF, Equatorial Guinea St, Addis Ababa, Ethiopia",4.5,49.0,+251 92 424 4393,,,,2026-05-10T06:30:06.169581+00:00
