name,category,neighborhood,full_address,rating,review_count,phone,website,links_on_site,google_maps_url,scraped_at
ቦሌ አራብሳ,Bakery,Addis Ababa,"XRV7+QJ5, Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:38:04.662095+00:00
ቻሚሊ ዳቦና ኬክ መጋገርያ | Chamily Bakery & Pastry,Bakery,Addis Ababa,"2QHX+GF, Addis Ababa, Ethiopia",3.3,7.0,,,,,2026-05-10T06:38:04.662095+00:00
Medhanialem Bakery,Bakery,Addis Ababa,"XQVR+2H8, Cameroon St, Addis Ababa, Ethiopia",3.0,1.0,+251 91 136 9458,,,,2026-05-10T06:38:04.662625+00:00
Celavie Bakery and Cake | Bole Michael | ሴላቪ ዳቦ ቤት እና ኬክ | ቦሌ ሚካኤል,Bakery,Addis Ababa,"XQHF+XRP, Addis Ababa, Ethiopia",2.0,4.0,+251 98 811 8237,,,,2026-05-10T06:38:10.048501+00:00
Tabor Bakery Cake Burger | 20 Meter,Cafe,Addis Ababa,"2V73+GG3, Addis Ababa, Ethiopia",4.3,15.0,,,,,2026-05-10T06:38:10.048501+00:00
DANOB BAKERY & PASTRY MIX INGREDIENTS IMP & DIS,Cake decorating equipment shop,Addis Ababa,"2Q9X+H35, Addis Ababa, Ethiopia",4.2,6.0,+251 92 941 3278,https://danob-et.com/,,,2026-05-10T06:38:10.048501+00:00
Tsion Brown Rice Bakery,Bakery,Addis Ababa,"Gulit In front of Yerer Gulit 🥖🍞🥯, Addis Ababa, Ethiopia",5.0,1.0,+251 97 070 8927,,,,2026-05-10T06:38:10.048501+00:00
Mulmul Bakery ayat | ሙልሙል ዳቦ አያት,Bakery,Addis Ababa,"2V7H+QPF, Addis Ababa, Ethiopia",4.3,7.0,+251 94 796 7861,,,,2026-05-10T06:38:10.048501+00:00
Nice Bakery & Pastry | Goro,Bakery,Addis Ababa,"XRRJ+2C3, Addis Ababa, Ethiopia",5.0,1.0,,,,,2026-05-10T06:38:10.048501+00:00
The Daily Bakery & Cafe,Restaurant,Addis Ababa,"XRM6+62W, Addis Ababa, Ethiopia",4.0,2.0,+251 91 190 1149,,,,2026-05-10T06:38:10.048501+00:00
FAM Cake and Bakery,Bakery,Addis Ababa,"XRVG+HJ4, Addis Ababa, Ethiopia",5.0,4.0,,,,,2026-05-10T06:38:10.048501+00:00
Eton Foods & Pastry እቶን ፉድስ እና ፔስትሪ,Restaurant,Addis Ababa 1000,"Gerji Alfoz Plaza, Addis Ababa 1000, Ethiopia",4.5,24.0,+251 97 299 9111,,,,2026-05-10T06:38:10.048501+00:00
Dolce catering and pastry,Pastry shop,Addis Ababa 1165,"Addis Ababa 1165, Ethiopia",3.3,3.0,+251 91 163 4184,,,,2026-05-10T06:38:10.048501+00:00
Essey bakery Gerji,Bakery,Addis Ababa,"XRV7+PXG, Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:38:10.048501+00:00
Bilos Pastry,Cafe,Addis Ababa,"Addis Ababa, Ethiopia",4.0,6.0,+251 93 003 3178,,,,2026-05-10T06:38:10.048501+00:00
King Bakery,Coffee shop,Addis Ababa,"2R8G+GP9, Unnamed Road, Addis Ababa, Ethiopia",4.3,7.0,,,,,2026-05-10T06:38:10.048501+00:00
Afla Bakery Pastry & Cafe,Bakery,Addis Ababa,"XQJF+FQ8, Addis Ababa, Ethiopia",1.0,2.0,,,,,2026-05-10T06:38:10.048501+00:00
Kebe Cake | lebu | ከቤ ኬክ | ለቡ,Pastry shop,Addis Ababa,"Addis Ababa, Ethiopia",3.9,22.0,+251 93 540 1148,,,,2026-05-10T06:38:10.048501+00:00
Caramel Bakery P L C,Manufacturer,Addis Ababa,"Bole holmes, Addis Ababa, Ethiopia",5.0,1.0,+251 96 014 5087,,,,2026-05-10T06:38:10.048501+00:00
Forono Bakery &pastry,Bakery,Addis Ababa,"2R46+3W9, Unnamed Road, Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:38:10.048501+00:00
Cakepresso,Cake shop,Addis Ababa,"2R39+J7R, Jacros - Salite Mehret Rd, Addis Ababa, Ethiopia",4.1,12.0,+251 99 195 9697,,,,2026-05-10T06:38:10.048501+00:00
Wub pastry and catering,Pastry shop,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 069 7805,,,,2026-05-10T06:38:10.048501+00:00
RAFI'S Bakery,Bakery,Addis Ababa 1000,"Addis Ababa 1000, Ethiopia",,,+251 95 491 2985,,,,2026-05-10T06:38:10.048501+00:00
Bze Sanbusa | Bole | ብዜ ሳንቡሳ | ቦሌ,Cookie shop,Addis Ababa,"XQQV+X42, Addis Ababa, Ethiopia",4.3,8.0,,,,,2026-05-10T06:38:15.267019+00:00
Tomoca Coffee,Coffee shop,Addis Ababa,"XQVR+WC9, Addis Ababa, Ethiopia",4.6,94.0,+251 90 115 2222,,,,2026-05-10T06:38:15.267019+00:00
Bliss bakery and pastry,Bakery,XVFQ+JH6,"XVFQ+JH6, Ethiopia",5.0,1.0,+251 91 206 5750,,,,2026-05-10T06:38:15.267019+00:00
Mikiiya,Bakery,Addis Ababa,"XRM6+62W, Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:38:15.267019+00:00
Kebe bakery,Bakery,Addis Ababa,"2R26+C57, Addis Ababa, Ethiopia",2.0,1.0,+251 91 268 4912,,,,2026-05-10T06:38:15.267019+00:00
Enrich Bakery Cafe,Cafe,Addis Ababa,"XQ5P+VMM, Addis Ababa, Ethiopia",3.7,3.0,,,,,2026-05-10T06:38:15.267019+00:00
Eva Bakery_Addis,Bakery,Bulbula,"Bulbula, Ethiopia",,,+251 91 363 4743,,,,2026-05-10T06:38:15.267019+00:00
Cream puffs pastry and cafe ክሬም ፓፍስ ኬክ ቤት እና ካፌ,Cafe,Addis Ababa 1000,"Airport Road, Addis Ababa 1000, Ethiopia",4.3,4.0,+251 91 284 7808,,,,2026-05-10T06:38:15.267019+00:00
Chiko ጭኮ pastry and restaurant,Restaurant,Addis Ababa,"9.01435° N, 38.80846° E, Addis Ababa, Ethiopia",3.9,85.0,+251 93 781 8283,,,,2026-05-10T06:38:15.268539+00:00
Tuba Cafe,Cafe,Addis Ababa,"XRV6+RQ6, Addis Ababa, Ethiopia",4.1,17.0,,,,,2026-05-10T06:38:15.268539+00:00
Enjera,Bakery,Addis Ababa,"XRV7+QWM, Addis Ababa, Ethiopia",5.0,2.0,,,,,2026-05-10T06:38:15.268539+00:00
Hananeel pastry Gerji Branch,"Pastry shop, Cafe",Addis Ababa,"Unnamed Road, Addis Ababa, Ethiopia",4.7,18.0,,,,,2026-05-10T06:38:15.268539+00:00
Cake Gallery Addis,Pastry shop,Addis Ababa,"Djibouti, Addis Ababa, Ethiopia",5.0,2.0,+251 92 255 7467,,,,2026-05-10T06:38:15.268539+00:00
Ada Bakery & Cafe #2 | Gerji,Cafe,Addis Ababa,"XRW7+GJ6, Addis Ababa, Ethiopia",5.0,1.0,,,,,2026-05-10T06:38:15.268539+00:00
Happy Donuts and Cakes,Pastry shop,Addis Ababa,"Athletoch Sefer, Summit, Addis Ababa, Ethiopia",3.0,2.0,+251 91 033 6345,,,,2026-05-10T06:38:15.268539+00:00
Natani Cafe,European restaurant,Addis Ababa,"XQQQ+J4F, Addis Ababa, Ethiopia",4.0,181.0,+251 97 017 1717,,,,2026-05-10T06:38:15.268539+00:00
Ardi Bakery and Pastry,Bakery,Addis Ababa,"2V73+FP5, Summit, Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:38:15.268539+00:00
Etete Coffee - Bole DH Geda /Classic Outlet/ (እቴቴ ቡና),Coffee shop,Addis Ababa,"XQRP+3M6, Addis Ababa, Ethiopia",4.5,162.0,+251 94 333 3435,,,,2026-05-10T06:38:15.268539+00:00
Sun City Supermarket,Grocery store,Addis Ababa,"Bole Addis Ababa International Airport, Addis Ababa Bole International Airport - Gates A and C, Addis Ababa, Ethiopia",4.1,29.0,,,,,2026-05-10T06:38:22.182246+00:00
illy Caffé (inside Addis Ababa Airport),Coffee shop,Addis Ababa,"XRM2+X2G, 1, Addis Ababa, Ethiopia",4.1,14.0,,http://bunnamore.com/,http://bunnamore.com/ | http://bunnamore.com/illy-cafe-et | http://bunnamore.com/products | http://bunnamore.com/wp-content/uploads/2024/04/illy-cafe-menu.pdf | http://www.lolinedigitals.com | https://bunnamore.com/ | https://bunnamore.com/careers/ | https://bunnamore.com/illy-cafe-et/ | https://bunnamore.com/menu/ | https://bunnamore.com/products/ | https://www.instagram.com/illycaffeethiopia,,2026-05-10T06:38:22.182246+00:00
Gelatiamo,Ice cream shop,Addis Ababa,"Unnamed Road, Addis Ababa, Ethiopia",4.3,31.0,,,,,2026-05-10T06:38:22.182246+00:00
ja bakery and sweet,Pastry shop,Addis Ababa 1000,"Addis Ababa 1000, Ethiopia",,,+251 91 187 5506,,,,2026-05-10T06:38:22.182246+00:00
Fresh Corner Bole,Grocery store,Addis Ababa,"Addis Ababa, Ethiopia",4.2,110.0,+251 93 001 2294,http://freshcorneret.com/,https://instagram.com/fresh_corner_ethiopia?igshid=MzRlODBiNWFlZA== | https://netibconsult.com/ | https://t.me/Fresh_Corner_Ethiopia | https://www.facebook.com/profile.php?id=100064035852212,,2026-05-10T06:38:22.182246+00:00
The Cake Studio,Cake shop,Addis Ababa,"Summit, Addis Ababa, Ethiopia",4.3,11.0,+251 93 000 7766,http://www.cakestudioaddis.com/,,,2026-05-10T06:38:22.182246+00:00
One-KOO Coffee,Coffee shop,Addis Ababa,"XQMV+9XM, Addis Ababa, Ethiopia",3.9,38.0,,,,,2026-05-10T06:38:22.182246+00:00
La Madeleine,Cafe,Addis Ababa,"XQPQ+M2Q, Addis Ababa, Ethiopia",3.7,3.0,,,,,2026-05-10T06:38:22.182246+00:00
Ebrhime,Bakery,Addis Ababa,"XRM6+62W, Addis Ababa, Ethiopia",,,,,,,2026-05-10T06:38:22.182246+00:00
Shoa Supermarket | Bole-Japan,Grocery store,Addis Ababa,"RANG BUILDING, Africa Ave, Addis Ababa, Ethiopia",3.2,18.0,,,,,2026-05-10T06:38:22.182246+00:00
Aster Coffee Shop | Olompia | አስቴር ቡና | ኦሎምፒያ,Coffee shop,Addis Ababa,"2Q3C+5R6, Addis Ababa, Ethiopia",4.7,125.0,+251 11 515 9315,http://www.asterbunna.com/,http://ign.africa118.com/asterbuna/contacts/ | https://asterbunna.com | https://asterbunna.com/ | https://asterbunna.com/about/ | https://asterbunna.com/coffee/ | https://asterbunna.com/contacts/ | https://asterbunna.com/gallery/ | https://asterbunna.com/wp-admin/coffee/ | https://asterbunna.com/wp-admin/gallery/,,2026-05-10T06:38:22.182246+00:00
Siro Bakery Plc,Manufacturer,Addis Ababa,"Addis Ababa, Ethiopia",,,+251 91 033 4288,,,,2026-05-10T06:38:22.182246+00:00
Cream & Beans,Cafe,Addis Ababa,"Unity University, Behind, Addis Ababa, Ethiopia",4.4,67.0,+251 94 400 2423,https://cream-and-beans.vercel.app/,https://pawlos-mulugeta-portfolio.vercel.app/ | https://www.facebook.com/CREAMnBEANS | https://www.instagram.com/creamnbeans,,2026-05-10T06:38:22.182246+00:00
London catering,Catering food and drink supplier,Addis Ababa,"XQPW+MPM, Addis Ababa, Ethiopia",5.0,2.0,+251 92 449 1540,,,,2026-05-10T06:38:22.182246+00:00
Bilu Cake Gallery and Café - Goro,Cafe,Addis Ababa,"2R2R+GW4, Addis Ababa, Ethiopia",,,+251 91 134 2054,,,,2026-05-10T06:38:22.182246+00:00
Saay Pastry ሳይ ኬክ ቤት,Pastry shop,Addis Ababa,"XQRM+M5M, Addis Ababa, Ethiopia",3.3,12.0,,,,,2026-05-10T06:38:22.182246+00:00
Kitchen power,Bakery equipment,Addis Ababa,"2R9F+79R, Addis Ababa, Ethiopia",5.0,3.0,+251 92 488 1111,,,,2026-05-10T06:38:22.182246+00:00
La Nouvelle Cafe & Restaurant l ላ ኑቬል ካፌ እና ሬስቶራንት,Restaurant,Addis Ababa,"Bole behind Millenium Hall, next to Ambassador Hotel, Addis Ababa, Ethiopia",4.1,277.0,+251 92 993 0200,https://instagram.com/la_nouvelle_addis?utm_medium=copy_link,,,2026-05-10T06:38:22.182246+00:00
Adamandia And Lidia Bakery Pastry And Pizzeria P L C,Cafe,Addis Ababa,"XRM6+F2P, Addis Ababa, Ethiopia",,,+251 91 120 3591,,,,2026-05-10T06:38:22.182246+00:00
Zelalem Fessehand Friends Bakery Partener Ship,Manufacturer,Addis Ababa,"YK/AA, Addis Ababa, Ethiopia",,,+251 97 525 1200,,,,2026-05-10T06:38:22.182246+00:00
Werka Coffee | Summit | ወርቃ ኮፊ | ሰሚት,Coffee shop,Addis Ababa 1000,"2V63+343, Addis Ababa 1000, Ethiopia",4.1,99.0,+251 90 653 3442,,,,2026-05-10T06:38:27.640112+00:00
"Bake Ma' Cafe, Cake, Cookies and Bread #3",Bakery,0000,"Kasanchis, close to Menaheria Hotel Addis Ababa, 0000, Ethiopia",4.3,6.0,+251 91 140 3474,https://bakemapastrybakery.wordpress.com/,http://www.bakemapastrybakery.wordpress.com | https://automattic.com/cookies/ | https://bakemapastrybakery.wordpress.com | https://bakemapastrybakery.wordpress.com/ | https://bakemapastrybakery.wordpress.com/2023/08/03/home/ | https://bakemapastrybakery.wordpress.com/2023/08/03/home/#respond | https://bakemapastrybakery.wordpress.com/author/bakemapastrybakery/ | https://bakemapastrybakery.wordpress.com/contact-us/ | https://bakemapastrybakery.wordpress.com/gallery/ | https://subscribe.wordpress.com/ | https://wordpress.com/?ref=footer_website | https://wordpress.com/abuse/?report_url=https://bakemapastrybakery.wordpress.com | https://wordpress.com/log-in?redirect_to=https%3A%2F%2Fbakemapastrybakery.wordpress.com%2F2023%2F08%2F03%2Fhome%2F&signup_flow=account | https://wordpress.com/reader/feeds/145738116 | https://wordpress.com/start/ | https://wordpress.com/start/?ref=marketing_bar | https://www.facebook.com/bakemacake,,2026-05-10T06:38:27.640112+00:00
Mulu Bakery(ሙሉ ዳቦ መጋገሪያ እና መሸጫ),Bakery,Sendata,"42XF+RMF, Sendata, Ethiopia",5.0,1.0,+251 91 340 4201,,,,2026-05-10T06:38:32.492481+00:00
Etete Majet,Spice wholesaler,Addis Ababa,"XQWR+7CV, Addis Ababa, Ethiopia",4.4,12.0,+251 91 137 2781,,,,2026-05-10T06:38:32.492481+00:00
London Cafe Satellite Restaurant and Catering,Restaurant,Addis Ababa,"XQMW+6C2, Addis Ababa, Ethiopia",3.2,434.0,,,,,2026-05-10T06:38:32.492481+00:00
