source_category,main_category,subcategory,business_name,normalized_name,location,normalized_location,phone,phone_clean,listing_url,image_url,duplicate_flag,notes
Gift Shop,Education,School & Academy,German School Addis Ababa (Deutsche Schule),German School Addis Ababa (Deutsche Schule),"Kazanchis, Addis Ababa, Ethiopia","Kazanchis, Addis Ababa, Ethiopia",251115534465.0,2511155344650,https://amaklo.com/listing/german-school-addis-ababa-deutsche-schule,https://amaklo.com/assets/upload/listing_thumbnail/RFXV3emD4JX1hrFzEF5TQpekJI1eqC.jpg,False,
Gift Shop,Health & Wellness,Hospital,Hayat Hospital,Hayat Hospital,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251116614250.0,2511166142500,https://amaklo.com/listing/hayat-hospital,https://amaklo.com/assets/upload/listing_thumbnail/hjfMze6HThLKVInifQ2O9w1U3bbLZd.jpg,False,
Gift Shop,Health & Wellness,Hospital,Ethio-Istanbul General Hospital,Ethio-Istanbul General Hospital,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251965212223.0,2519652122230,https://amaklo.com/listing/ethio-istanbul-general-hospital,https://amaklo.com/assets/upload/listing_thumbnail/Y3Ie8E216Ay1ft85NaRrpONtVKDhO7.jpg,False,
Gift Shop,Education,School & Academy,MILLIARD DRIVERS TRAINING INSTITUTE,MILLIARD DRIVERS TRAINING INSTITUTE,"Summit, Addis Ababa, Ethiopia","Summit, Addis Ababa, Ethiopia",251985202222.0,2519852022220,https://amaklo.com/listing/milliard-drivers-training-institute,https://amaklo.com/assets/upload/listing_thumbnail/WMnbYwCIGuK4NVOL4SKAxDxvCeDD7V.png,False,
Gift Shop,Education,School & Academy,Key By Key Driving School,Key By Key Driving School,"Merkato, Addis Ababa, Ethiopia","Merkato, Addis Ababa, Ethiopia",251911517879.0,2519115178790,https://amaklo.com/listing/key-by-key-driving-school,https://amaklo.com/assets/upload/listing_thumbnail/D2egIub3qLN0Xb744JPpZe4QaWyu3j.png,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Zion Driver Training Center,Zion Driver Training Center,"Koteba, Addis Ababa, Ethiopia","Koteba, Addis Ababa, Ethiopia",251911244330.0,2519112443300,https://amaklo.com/listing/zion-driver-training-center,https://amaklo.com/assets/upload/listing_thumbnail/AYP7NxhWIK9mHgvKyWIW41oZvV0i5q.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Hareg Drivers Training Center,Hareg Drivers Training Center,"Sarbet, Addis Ababa, Ethiopia","Sarbet, Addis Ababa, Ethiopia",251911310482.0,2519113104820,https://amaklo.com/listing/hareg-drivers-training-center,https://amaklo.com/assets/upload/listing_thumbnail/MIuFD2gucEkw8PNfFnYPlZxryBubuU.jpg,False,
Gift Shop,Education,School & Academy,Rally Driving school #1,Rally Driving school #1,"Megenagna, Addis Ababa, Ethiopia","Megenagna, Addis Ababa, Ethiopia",251911517674.0,2519115176740,https://amaklo.com/listing/rally-driving-school-1,https://amaklo.com/assets/upload/listing_thumbnail/4f7Hb7ZpJN5vSQUN2WPREmvEzmiUBr.jpg,False,
Gift Shop,Education,School & Academy,Safety Drivers’ School Head Office and Training Center,Safety Drivers' School Head Office and Training Center,"Megenagna, Addis Ababa, Ethiopia","Megenagna, Addis Ababa, Ethiopia",251996232323.0,2519962323230,https://amaklo.com/listing/safety-drivers-school-head-office-and-training-center,https://amaklo.com/assets/upload/listing_thumbnail/I8G7aWcYGHJ8dHDb8VWYtSzqqFtnTz.jpg,False,
Gift Shop,Education,School & Academy,Be-International Driving School,Be-International Driving School,"Megenanga, Addis Ababa, Ethiopia","Megenagna, Addis Ababa, Ethiopia",251930078215.0,2519300782150,https://amaklo.com/listing/be-international-driving-school,https://amaklo.com/assets/upload/listing_thumbnail/X6TWyPb8MzQCJ3sYoGT5Mder8Cq4tJ.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Radar Drivers Training plc,Radar Drivers Training plc,"Gerji, Addis Ababa, Ethiopia","Gerji, Addis Ababa, Ethiopia",251911109359.0,2519111093590,https://amaklo.com/listing/radar-drivers-training-plc,https://amaklo.com/assets/upload/listing_thumbnail/NJvJi3q46ZkcYcNicmL9gUNYEL84ub.jpg,False,
Gift Shop,Education,School & Academy,AZK Berhan Driving Licence School PLC,AZK Berhan Driving Licence School PLC,"Summit, Addis Ababa, Ethiopia","Summit, Addis Ababa, Ethiopia",251930000149.0,2519300001490,https://amaklo.com/listing/azk-berhan-driving-licence-school-plc,https://amaklo.com/assets/upload/listing_thumbnail/lNFUfLX6KqxnYUcR7QDDUOocXhKJ7K.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Ethiopian Red Cross Society,Ethiopian Red Cross Society,"Stadium, Addis Ababa, Ethiopia","Stadium, Addis Ababa, Ethiopia",251115180181.0,2511151801810,https://amaklo.com/listing/ethiopian-red-cross-society,https://amaklo.com/assets/upload/listing_thumbnail/CpyOsksOdz7xTEvLHfqQb0BdOIYZzX.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,UNICEF Ethiopia,UNICEF Ethiopia,"Kazanchis, Addis Ababa, Ethiopia","Kazanchis, Addis Ababa, Ethiopia",251115184000.0,2511151840000,https://amaklo.com/listing/unicef-ethiopia,https://amaklo.com/assets/upload/listing_thumbnail/3joM0WnLlQiYuhH5Mki8maZvV6i0XA.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Save the Children Ethiopia,Save the Children Ethiopia,"Meskel Square, Addis Ababa, Ethiopia","Meskel Square, Addis Ababa, Ethiopia",251113728455.0,2511137284550,https://amaklo.com/listing/save-the-children-ethiopia,https://amaklo.com/assets/upload/listing_thumbnail/hjvmdm5MzBSHJdzwH5VnM3igO6CLv8.png,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Plan International Ethiopia,Plan International Ethiopia,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251115571916.0,2511155719160,https://amaklo.com/listing/plan-international-ethiopia,https://amaklo.com/assets/upload/listing_thumbnail/WayxnNtjWO7CEyVfK0hRKxoZDAlsIn.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,ActionAid Ethiopia,ActionAid Ethiopia,"CMC, Addis Ababa, Ethiopia","CMC, Addis Ababa, Ethiopia",251932025053.0,2519320250530,https://amaklo.com/listing/actionaid-ethiopia,https://amaklo.com/assets/upload/listing_thumbnail/ngrqxSkh4YEWIpa5sQ1V5La263O7tl.png,False,
Gift Shop,Retail & Shopping,Gift & Flowers,World Vision Ethiopia,World Vision Ethiopia,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251116291078.0,2511162910780,https://amaklo.com/listing/world-vision-ethiopia,https://amaklo.com/assets/upload/listing_thumbnail/mtWEqcVZThFvprNYemPfbM7TNQqfPV.jpg,False,
Gift Shop,Entertainment & Leisure,Museum & Culture,Addis Ababa Museum,Addis Ababa Museum,"Meskel Square, Addis Ababa, Ethiopia","Meskel Square, Addis Ababa, Ethiopia",251111153180.0,2511111531800,https://amaklo.com/listing/addis-ababa-museum,https://amaklo.com/assets/upload/listing_thumbnail/CQxvCY4vJM6SvKsiBbIldSXTZamiIj.jpg,False,
Gift Shop,Health & Wellness,Hospital,Afran Hospital,Afran Hospital,"Ayer Tena, Addis Ababa, Ethiopia","Ayer Tena, Addis Ababa, Ethiopia",251966693626.0,2519666936260,https://amaklo.com/listing/afran-hospital,https://amaklo.com/assets/upload/listing_thumbnail/zs7WsbD3OvEoUKtEnzZ0CwtK1pTNyX.jpg,False,
Gift Shop,Health & Wellness,Hospital,Ethio Tebib General Hospital,Ethio Tebib General Hospital,"Sefere Selam, Addis Ababa, Ethiopia","Sefere Selam, Addis Ababa, Ethiopia",251112139300.0,2511121393000,https://amaklo.com/listing/ethio-tebib-general-hospital,https://amaklo.com/assets/upload/listing_thumbnail/6QyRatOZdMBaOf4ZgbRVSthUh7bc5x.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,BMY Diagnostic Center,BMY Diagnostic Center,"Piassa, Addis Ababa, Ethiopia","Piassa, Addis Ababa, Ethiopia",251947868686.0,2519478686860,https://amaklo.com/listing/bmy-diagnostic-center,https://amaklo.com/assets/upload/listing_thumbnail/pLyQ50zBraDzdU8e4B0pSjFcD1uD2D.jpg,False,
Gift Shop,Health & Wellness,Hospital,Hamlin Fistula Hospital,Hamlin Fistula Hospital,"Toryaloch, Addis Ababa, Ethiopia","Toryaloch, Addis Ababa, Ethiopia",251113716544.0,2511137165440,https://amaklo.com/listing/hamlin-fistula-hospital,https://amaklo.com/assets/upload/listing_thumbnail/0HJqowDtKzLg2BBAHPeZeFOnqdPElY.jpg,False,
Gift Shop,Health & Wellness,Hospital,International Cardiovascular and Medical Center,International Cardiovascular and Medical Center,"CMC, Addis Ababa, Ethiopia","CMC, Addis Ababa, Ethiopia",251949020202.0,2519490202020,https://amaklo.com/listing/international-cardiovascular-and-medical-center,https://amaklo.com/assets/upload/listing_thumbnail/FVqp5gr97Xrrni1mdWwLnTAMdUQIOF.jpg,False,
Gift Shop,Health & Wellness,Hospital,CURE Ethiopia Children's Hospital,CURE Ethiopia Children's Hospital,"6 Killo, Addis Ababa, Ethiopia","6 Killo, Addis Ababa, Ethiopia",251111237767.0,2511112377670,https://amaklo.com/listing/cure-ethiopia-children-s-hospital,https://amaklo.com/assets/upload/listing_thumbnail/KQfgfq1rOfck0qfiCNGYtFrp4yiEsW.jpg,False,
Gift Shop,Health & Wellness,Hospital,TEZENA Hospital,TEZENA Hospital,"Total, Addis Ababa, Ethiopia","Total, Addis Ababa, Ethiopia",251113711208.0,2511137112080,https://amaklo.com/listing/tezena-hospital,https://amaklo.com/assets/upload/listing_thumbnail/yevo6jCNdz3l5plOClT0H8rzIu7XEE.jpg,False,
Gift Shop,Health & Wellness,Hospital,Apex sexual health clinic,Apex sexual health clinic,"Torhailoch, Addis Ababa, Ethiopia","Torhailoch, Addis Ababa, Ethiopia",251988009944.0,2519880099440,https://amaklo.com/listing/apex-sexual-health-clinic,https://amaklo.com/assets/upload/listing_thumbnail/24JslLKlSM8GeZ6tXfpHKnjqKmRr1w.jpg,False,
Gift Shop,Health & Wellness,Hospital,Lotus MCH / Lotus Maternal and Child Health Center,Lotus MCH / Lotus Maternal and Child Health Center,"Haile Garment, Addis Ababa, Ethiopia","Haile Garment, Addis Ababa, Ethiopia",251991114444.0,2519911144440,https://amaklo.com/listing/lotus-mch-lotus-maternal-and-child-health-center,https://amaklo.com/assets/upload/listing_thumbnail/rkmhWSvv2BkSxLdd74e4b4G4xFdsUu.jpg,False,
Gift Shop,Health & Wellness,Hospital,Amin General Hospital,Amin General Hospital,"Abenet, Addis Ababa, Ethiopia","Abenet, Addis Ababa, Ethiopia",251913276175.0,2519132761750,https://amaklo.com/listing/amin-general-hospital,https://amaklo.com/assets/upload/listing_thumbnail/TOJX7YvyMsjagLVp5WYtv1Wc281t0S.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,"Dream Orthopedics, Trauma and Spine Specialty Center","Dream Orthopedics, Trauma and Spine Specialty Center","Sarbet, Addis Ababa, Ethiopia","Sarbet, Addis Ababa, Ethiopia",251946904290.0,2519469042900,https://amaklo.com/listing/dream-orthopedics-trauma-and-spine-specialty-center,https://amaklo.com/assets/upload/listing_thumbnail/3qp8dXvMotoTYB0NA6Li4NslYFSj8m.jpg,False,
Gift Shop,Health & Wellness,Hospital,Landmark General Hospital,Landmark General Hospital,"Mexico, Addis Ababa, Ethiopia","Mexico, Addis Ababa, Ethiopia",251115525463.0,2511155254630,https://amaklo.com/listing/landmark-general-hospital,https://amaklo.com/assets/upload/listing_thumbnail/TOnb99CKl3lINar7IxCjyfN462Clmy.jpg,False,
Gift Shop,Health & Wellness,Hospital,Bethzatha General Hospital,Bethzatha General Hospital,"Stadium, Addis Ababa, Ethiopia","Stadium, Addis Ababa, Ethiopia",251115514141.0,2511155141410,https://amaklo.com/listing/bethzatha-general-hospital,https://amaklo.com/assets/upload/listing_thumbnail/p2cZgl8J1MDoqAo73GjNiZXMdVwtKq.jpg,False,
Gift Shop,Health & Wellness,Hospital,Hallelujah General Hospital,Hallelujah General Hospital,"Gotera, Addis Ababa, Ethiopia","Gotera, Addis Ababa, Ethiopia",251114704242.0,2511147042420,https://amaklo.com/listing/hallelujah-general-hospital,https://amaklo.com/assets/upload/listing_thumbnail/GVF90IQAQm1y9md0tYbBVps2JNE2Au.jpg,False,
Gift Shop,Health & Wellness,Hospital,Addis Hiwot Hospital,Addis Hiwot Hospital,"22, Addis Ababa, Ethiopia","22, Addis Ababa, Ethiopia",251923280828.0,2519232808280,https://amaklo.com/listing/addis-hiwot-hospital,https://amaklo.com/assets/upload/listing_thumbnail/PZLhfyqWocepcIntxkXYyXsRwo2dF5.jpg,False,
Gift Shop,Health & Wellness,Hospital,Mcm Korea Hospital,Mcm Korea Hospital,"Gerji, Addis Ababa, Ethiopia","Gerji, Addis Ababa, Ethiopia",251116394026.0,2511163940260,https://amaklo.com/listing/mcm-korea-hospital,https://amaklo.com/assets/upload/listing_thumbnail/mCGS7xubm7zuHGlSMeYHeNUpcA7zhs.jpg,False,
Gift Shop,Health & Wellness,Hospital,Saint Gabriel General Hospital,Saint Gabriel General Hospital,"Awraris, Addis Ababa, Ethiopia","Awraris, Addis Ababa, Ethiopia",251116187359.0,2511161873590,https://amaklo.com/listing/saint-gabriel-general-hospital,https://amaklo.com/assets/upload/listing_thumbnail/T0gU2SEQO6YDXpK3ePFjRDULw9EI0Q.jpg,False,
Gift Shop,Health & Wellness,Hospital,CHOICE Children's Speciality Clinic,CHOICE Children's Speciality Clinic,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251911250374.0,2519112503740,https://amaklo.com/listing/choice-children-s-speciality-clinic,https://amaklo.com/assets/upload/listing_thumbnail/AMQ6bm7mGZZdzuScXpnNH0q0BrhfKm.jpg,False,
Gift Shop,Health & Wellness,Hospital,Washington Medical Center Addis Ababa,Washington Medical Center Addis Ababa,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251939515151.0,2519395151510,https://amaklo.com/listing/washington-medical-center-addis-ababa,https://amaklo.com/assets/upload/listing_thumbnail/biZ4DOhTrjfRWcUPIQ1nvHapm35gPX.jpg,False,
Gift Shop,Health & Wellness,Hospital,Nordic Medical Centre,Nordic Medical Centre,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251929105653.0,2519291056530,https://amaklo.com/listing/nordic-medical-centre,https://amaklo.com/assets/upload/listing_thumbnail/6eoNzH4CLFNtX9auvXUocWl8Cz8xYt.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Intersoft IT Technology,Intersoft IT Technology,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251910909298.0,2519109092980,https://amaklo.com/listing/intersoft-it-technology,https://amaklo.com/assets/upload/listing_thumbnail/Aw5vPiS00N7BQizYEaCNVqu3ZghW8w.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,ETM Software Development PLC,ETM Software Development PLC,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251923780688.0,2519237806880,https://amaklo.com/listing/etm-software-development-plc,https://amaklo.com/assets/upload/listing_thumbnail/fpA1psifWpsUUljX5EN4kdwB2qyOkK.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,"ZalaTech Software, Website & ERP Technology","ZalaTech Software, Website & ERP Technology","Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251911645867.0,2519116458670,https://amaklo.com/listing/zalatech-software-website-erp-technology,https://amaklo.com/assets/upload/listing_thumbnail/ab3jyylBKsGb9OMbGDe8bTQAi8iSmO.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Minab IT Solutions PLC (HaHuJobs),Minab IT Solutions PLC (HaHuJobs),"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251913998334.0,2519139983340,https://amaklo.com/listing/minab-it-solutions-plc-hahujobs,https://amaklo.com/assets/upload/listing_thumbnail/QGt6xPGrsjvwi5LZut3Ml272mYvRkh.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Mekedonia Humanitarian Association,Mekedonia Humanitarian Association,"Ayat, Addis Ababa, Ethiopia","Ayat, Addis Ababa, Ethiopia",251979797979.0,2519797979790,https://amaklo.com/listing/mekedonia-humanitarian-association,https://amaklo.com/assets/upload/listing_thumbnail/HS3nYBZl8iqKjrhxxaHrn6d7my31lA.png,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Children's Heaven,Children's Heaven,"Ayer Tena, Addis Ababa, Ethiopia","Ayer Tena, Addis Ababa, Ethiopia",251911476821.0,2519114768210,https://amaklo.com/listing/children-s-heaven,https://amaklo.com/assets/upload/listing_thumbnail/wXp5pvbkPAVtSy5vmO3RUAloESZOSy.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Hope For Children Organization,Hope For Children Organization,"4 Killo, Addis Ababa, Ethiopia","4 Killo, Addis Ababa, Ethiopia",251111222621.0,2511112226210,https://amaklo.com/listing/hope-for-children-organization,https://amaklo.com/assets/upload/listing_thumbnail/m6OyC80dbbgzMn5FW70iIZmKRkAlrw.png,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Mary Joy Development Association,Mary Joy Development Association,"Megenagna, Addis Ababa, Ethiopia","Megenagna, Addis Ababa, Ethiopia",251962009332.0,2519620093320,https://amaklo.com/listing/mary-joy-development-association,https://amaklo.com/assets/upload/listing_thumbnail/ZB8IGgUWjE1OzKPs9oZlK9C5MQ3Qjt.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Mahibere Hiwot for Social Development (MSD),Mahibere Hiwot for Social Development (MSD),"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251911244831.0,2519112448310,https://amaklo.com/listing/mahibere-hiwot-for-social-development-msd,https://amaklo.com/assets/upload/listing_thumbnail/8QZsM5ehLPc7xqFnN62WXaMijG2SB2.jpg,False,
Gift Shop,Business & Office,Business Center,post office megenagna,post office megenagna,"Megenagna, Addis Ababa, Ethiopia","Megenagna, Addis Ababa, Ethiopia",251960712371.0,2519607123710,https://amaklo.com/listing/post-office-megenagna,https://amaklo.com/assets/upload/listing_thumbnail/weaKfHvHxcdDxFAOpv2wbEXRlssjjj.png,False,
Gift Shop,Business & Office,Business Center,Kazanchis Post Office,Kazanchis Post Office,"Kazanchis, Addis Ababa, Ethiopia","Kazanchis, Addis Ababa, Ethiopia",251938010166.0,2519380101660,https://amaklo.com/listing/kazanchis-post-office,https://amaklo.com/assets/upload/listing_thumbnail/N6SV04dxiL1la3QHecPlnwJdt9JJFY.jpg,False,
Gift Shop,Business & Office,Business Center,Post Office Gotera,Post Office Gotera,"Gotera, Addis Ababa, Ethiopia","Gotera, Addis Ababa, Ethiopia",251974855036.0,2519748550360,https://amaklo.com/listing/post-office-gotera,https://amaklo.com/assets/upload/listing_thumbnail/IrX3NngjzqBaBbvbpHjkchRqzhz0T9.jpg,False,
Gift Shop,Business & Office,Business Center,Bole Medhanialem post office,Bole Medhanialem post office,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251920051914.0,2519200519140,https://amaklo.com/listing/bole-medhanialem-post-office,https://amaklo.com/assets/upload/listing_thumbnail/4spIet9HCuNPQSnDPJ2Tb5AvWIpdi2.png,False,
Gift Shop,Health & Wellness,Hospital,Lion Pharmacy,Lion Pharmacy,"Piassa, Addis Ababa, Ethiopia","Piassa, Addis Ababa, Ethiopia",251111551893.0,2511115518930,https://amaklo.com/listing/lion-pharmacy,https://amaklo.com/assets/upload/listing_thumbnail/ii2RgXjiGxqn9iQRbjFr4N8hlYwppj.jpg,False,
Gift Shop,Health & Wellness,Hospital,Bole Pharmacy,Bole Pharmacy,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251116633687.0,2511166336870,https://amaklo.com/listing/bole-pharmacy,https://amaklo.com/assets/upload/listing_thumbnail/zUll1fxnUQfXWQrFNrkxicnpizoMDq.jpg,False,
Gift Shop,Health & Wellness,Hospital,Gishen Pharmacy,Gishen Pharmacy,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251116615309.0,2511166153090,https://amaklo.com/listing/gishen-pharmacy,https://amaklo.com/assets/upload/listing_thumbnail/J7foRzDJazzbyOYVa311sAPG71x2IF.jpg,False,
Gift Shop,Health & Wellness,Hospital,Bethel Hospital,Bethel Hospital,"Bethel, Addis Ababa, Ethiopia","Bethel, Addis Ababa, Ethiopia",251911172669.0,2519111726690,https://amaklo.com/listing/bethel-hospital,https://amaklo.com/assets/upload/listing_thumbnail/z4hnZyjyP227OWERNFdHn4Zbvrcjlq.jpg,False,
Gift Shop,Health & Wellness,Hospital,New Vision Veterinary Clinic,New Vision Veterinary Clinic,"Sarbet, Addis Ababa, Ethiopia","Sarbet, Addis Ababa, Ethiopia",251911113943.0,2519111139430,https://amaklo.com/listing/new-vision-veterinary-clinic,https://amaklo.com/assets/upload/listing_thumbnail/x2uHv4KOdhgJb4yT8BiVUT8BInPebX.jpg,False,
Gift Shop,Health & Wellness,Hospital,Kazanchis Animal Clinic,Kazanchis Animal Clinic,"Kazanchis, Addis Ababa, Ethiopia","Kazanchis, Addis Ababa, Ethiopia",251911210204.0,2519112102040,https://amaklo.com/listing/kazanchis-animal-clinic,https://amaklo.com/assets/upload/listing_thumbnail/fWfU3HrqALEDnpvgTM0H7aYBVJevng.jpg,False,
Gift Shop,Health & Wellness,Hospital,Max vet. Clinic,Max vet. Clinic,"Megenagna, Addis Ababa, Ethiopia","Megenagna, Addis Ababa, Ethiopia",251949754757.0,2519497547570,https://amaklo.com/listing/max-vet-clinic,https://amaklo.com/assets/upload/listing_thumbnail/fNCuFDrOnpK6jPX3JHbks8mWwdS5Mq.jpg,False,
Gift Shop,Health & Wellness,Hospital,Empathy Vet clinic,Empathy Vet clinic,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251968574233.0,2519685742330,https://amaklo.com/listing/empathy-vet-clinic,https://amaklo.com/assets/upload/listing_thumbnail/cobPWJmYkwKedLQqTAEbihZsuKE5ec.jpg,False,
Gift Shop,Health & Wellness,Hospital,"Eagle animal Clinic, Drug & Accessories Shop","Eagle animal Clinic, Drug & Accessories Shop","Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251913892549.0,2519138925490,https://amaklo.com/listing/eagle-animal-clinic-drug-accessories-shop,https://amaklo.com/assets/upload/listing_thumbnail/9HNFNrgD9Dl2YchOzh1lbNv2D60ekf.jpg,False,
Gift Shop,Health & Wellness,Hospital,Dr.Kassu Vet Animal Clinic,Dr.Kassu Vet Animal Clinic,"Medhanialem Church, Addis Ababa, Ethiopia","Medhanialem Church, Addis Ababa, Ethiopia",251947159951.0,2519471599510,https://amaklo.com/listing/dr-kassu-vet-animal-clinic,https://amaklo.com/assets/upload/listing_thumbnail/aauu4SRJ8opXHv7ixQvweaVRwWxJAB.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Unlimited Systems,Unlimited Systems,"22, Addis Ababa, Ethiopia","22, Addis Ababa, Ethiopia",251944368200.0,2519443682000,https://amaklo.com/listing/unlimited-systems,https://amaklo.com/assets/upload/listing_thumbnail/B39WjZLGMiZvkvCAMaG1ACwZEBpjPM.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Vintage Technologies PLC,Vintage Technologies PLC,"Meskel Flower, Addis Ababa, Ethiopia","Meskel Flower, Addis Ababa, Ethiopia",251916772303.0,2519167723030,https://amaklo.com/listing/vintage-technologies-plc,https://amaklo.com/assets/upload/listing_thumbnail/D6ei9UFTpQU7YAopiCO0VckJYNjap6.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Qemer Software Technology PLC,Qemer Software Technology PLC,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251912970734.0,2519129707340,https://amaklo.com/listing/qemer-software-technology-plc,https://amaklo.com/assets/upload/listing_thumbnail/nWCWauwWOwWpcNNTom9u3DvjsxtvDp.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Appable Technologies Plc,Appable Technologies Plc,"22, Addis Ababa, Ethiopia","22, Addis Ababa, Ethiopia",251911519122.0,2519115191220,https://amaklo.com/listing/appable-technologies-plc,https://amaklo.com/assets/upload/listing_thumbnail/HbC9bVlnxQeQpCtaG4L3btNW4omXMJ.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Maverick Technologies PLC,Maverick Technologies PLC,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251953459078.0,2519534590780,https://amaklo.com/listing/maverick-technologies-plc,https://amaklo.com/assets/upload/listing_thumbnail/ZDkmwE8QQfoenSqZa981xWn2yx5x9g.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,ConDigital,ConDigital,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251985456720.0,2519854567200,https://amaklo.com/listing/condigital,https://amaklo.com/assets/upload/listing_thumbnail/AeJnHaGftodIcZzDmFicGRivENiRRN.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,BitApps Tech,BitApps Tech,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251910990147.0,2519109901470,https://amaklo.com/listing/bitapps-tech,https://amaklo.com/assets/upload/listing_thumbnail/fi96cenxrLzFQ7CTKvrJSrVP5KACU0.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Addis Software,Addis Software,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251978783525.0,2519787835250,https://amaklo.com/listing/addis-software,https://amaklo.com/assets/upload/listing_thumbnail/AxNnNkdKl0PV3HHYYXYdEmt7MxDIds.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,iCog Labs,iCog Labs,"Wello Sefer, Addis Ababa, Ethiopia","Wello Sefer, Addis Ababa, Ethiopia",251118275384.0,2511182753840,https://amaklo.com/listing/icog-labs,https://amaklo.com/assets/upload/listing_thumbnail/YLkjHZ98GzheC8x2Cr0GuXQmTBgib4.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Her IT Solutions,Her IT Solutions,"Gotera, Addis Ababa, Ethiopia","Gotera, Addis Ababa, Ethiopia",251911165237.0,2519111652370,https://amaklo.com/listing/her-it-solutions,https://amaklo.com/assets/upload/listing_thumbnail/crlVYh6QzrW1XJRg2jHF40rpYi58kT.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,AppDiv System Development,AppDiv System Development,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251912637046.0,2519126370460,https://amaklo.com/listing/appdiv-system-development,https://amaklo.com/assets/upload/listing_thumbnail/f82407obs9xbk03GlUWO1va3qrVwP2.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,A RC ICT TECHNOLOGIES PLC,A RC ICT TECHNOLOGIES PLC,"Atlas, Addis Ababa, Ethiopia","Atlas, Addis Ababa, Ethiopia",251913031031.0,2519130310310,https://amaklo.com/listing/a-rc-ict-technologies-plc,https://amaklo.com/assets/upload/listing_thumbnail/GlC3QJMCOgDxFGMhYFyEynUuOUKKIc.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Simbo software Development PLC,Simbo software Development PLC,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251924145848.0,2519241458480,https://amaklo.com/listing/simbo-software-development-plc,https://amaklo.com/assets/upload/listing_thumbnail/XiOPRkLhFIh97QvE7hVmr2pnw6R1us.jpg,False,
